0.143805	0.674844	7.283916	7.665959	8.358604	1.391001	3.903696	1.561604	3.708846	3.072798	9.797803	6.825540	9.860265	1.951067	5.068929	3.456714	6.101067	1.322048	3.439286	0.100014	7.189644	0.790247	0.866118	7.081917	6.813523	1.987641	2.252575	4.691635	5.967877	7.001547	8.915908	3.185996	1.452515	
0.238465	3.131804	7.322997	5.652110	3.738038	5.377328	0.164409	1.569070	2.699202	2.993748	1.593152	6.334849	0.714765	5.089200	9.148532	5.029321	8.463346	6.591613	4.783471	8.152657	6.574129	9.767968	4.022124	5.326237	0.657696	8.792241	0.354653	0.866913	1.459379	5.261339	3.368797	5.911381	7.929364	
7.191939	1.250264	1.319700	7.230600	8.650591	2.474635	0.142074	4.528160	8.471169	4.810539	8.875983	3.662708	0.875568	3.797870	8.117235	8.657009	6.889690	0.918484	6.162014	7.034981	5.375466	7.006927	0.299620	9.880316	3.596736	7.593651	3.358211	9.467380	7.828760	7.263819	1.980061	5.764862	1.905521	
3.532264	2.460683	1.299161	1.021596	5.246061	8.057665	9.513285	8.741382	1.109409	3.267999	8.145652	1.981846	1.949738	6.898702	0.640597	1.732716	3.535332	0.758723	3.119418	9.425126	0.296823	8.827143	3.530039	5.675791	4.630059	2.379492	2.804909	9.085161	4.125596	6.095984	4.782080	2.974585	8.056535	
4.190811	4.935340	9.672920	5.365421	4.314847	5.865660	5.516375	3.782110	9.694386	6.417544	7.053174	6.957157	2.247257	4.595064	5.404714	6.117422	1.075290	4.088360	7.560698	6.324966	5.484837	6.707515	2.225853	7.524696	8.855662	8.507593	3.994597	5.212110	7.091097	3.805730	5.886633	5.495469	1.280171	
5.694756	4.227580	5.129190	4.512790	0.925094	9.469851	4.871968	9.171647	9.332866	4.916083	6.917282	1.638942	1.598434	2.114901	7.020860	6.945206	7.589140	7.431226	9.895051	8.687121	4.115732	2.681495	1.869106	1.436011	7.007185	6.482578	4.688082	4.974100	2.358422	6.840138	1.078151	6.956322	3.005458	
0.800772	5.113134	6.033402	3.282108	2.953110	0.739806	8.478304	4.052089	9.291777	8.260656	9.684702	8.027944	4.990956	8.215168	4.715245	5.308695	5.480197	9.706529	7.184390	6.456491	8.175546	4.442325	4.621764	2.645550	6.863852	7.101641	6.878891	7.439117	4.321430	0.442767	7.820024	0.649993	4.533165	
4.542522	0.671119	1.329225	0.102806	9.392482	1.748329	9.462488	2.780882	4.597429	5.891658	7.887657	4.011060	6.616361	0.121544	8.459784	8.800659	7.767483	5.629044	3.617616	8.548320	9.884473	0.089640	9.347312	1.659989	2.841699	7.200647	8.106357	4.437432	8.264996	4.715308	8.502659	8.315508	2.298492	
3.649236	1.787646	3.811533	6.376200	7.896819	0.035401	0.247895	9.649636	5.937834	9.473101	2.580470	7.526081	9.359622	5.861212	7.025987	5.867332	8.056135	1.119478	9.946892	6.001499	8.794100	5.233125	2.480305	5.527857	8.699205	9.882015	7.234996	9.919294	7.739080	9.731244	9.325517	0.527709	1.346841	
0.060233	5.563061	9.620507	5.109443	4.672089	5.076717	3.680556	0.855118	4.379701	4.996477	6.457905	5.106311	3.372826	8.460493	8.391596	3.676381	9.074470	4.109958	8.659020	7.427663	4.850453	0.595254	0.779622	9.944506	2.679825	6.437468	1.954736	4.223106	1.907723	4.737690	8.015462	3.107573	9.615939	
