3.481024	4.602739	7.026514	0.326448	7.300216	3.443581	1.582815	1.953144	5.124805	9.682979	4.837739	6.070364	8.702883	0.301773	5.912721	1.728997	8.014195	1.353446	1.042044	4.557215	9.800089	7.159454	8.677196	2.055971	1.622337	
1.377454	5.549241	3.333810	3.375979	6.442636	6.755047	8.266701	9.162305	8.361943	1.803055	0.571321	5.191105	8.747229	0.457121	1.265066	1.044862	3.354458	4.318757	3.040528	4.290494	2.786511	9.974997	2.638783	8.859686	3.680209	
6.772366	4.515548	7.359771	0.715505	3.547567	8.275024	2.023712	8.172038	1.315997	8.194301	8.717230	7.354685	3.732385	3.023821	4.062510	2.209352	7.185575	9.991199	0.542322	0.352920	2.136879	4.757562	0.508674	3.988576	8.320306	
7.903855	7.959191	8.811262	3.674676	7.450650	0.623606	8.064720	0.272902	0.664705	0.214105	8.770378	9.967115	8.133518	6.422845	3.578642	0.069764	5.890429	0.759410	1.209114	5.098591	8.740280	7.173313	1.856679	7.077615	1.246006	
4.204580	3.124449	0.860539	3.991575	4.056587	3.218358	3.902920	3.712733	2.947296	5.346136	4.074138	9.693524	8.758510	5.155491	5.494319	7.840320	3.607154	4.356691	1.509489	5.154036	3.892884	1.740061	3.047577	8.041623	8.664475	
8.496107	4.358742	7.236094	0.825546	7.287222	6.503958	8.804049	3.301754	3.670948	9.802335	2.582617	6.238585	9.398774	2.440190	4.184641	6.450655	6.633153	3.072271	1.794778	1.710737	8.796345	1.890801	1.633938	2.386621	3.366952	
6.171550	5.492758	1.228632	3.698727	1.117438	6.327561	4.740909	3.088319	1.764018	4.203121	5.080414	4.674858	1.622424	0.286969	6.058732	4.434176	6.481606	3.204338	8.757248	0.133972	5.498996	8.261119	5.666300	1.827497	8.958639	
2.064211	6.536133	4.352945	2.248380	9.449432	8.922102	3.973795	8.649934	2.324106	2.663427	2.318003	9.748966	0.681550	6.199141	3.309221	4.272802	6.097899	4.913985	8.495460	2.573166	5.397760	5.344901	4.875115	6.194674	3.832687	
7.276910	7.060037	0.597678	6.499385	4.260781	3.405937	7.738473	1.375002	6.350998	3.118690	2.784834	3.196542	5.191670	2.049477	6.511748	8.340284	5.798353	6.937431	4.911309	3.112844	0.717165	2.943146	9.985638	0.291371	0.235815	
3.079835	7.194548	7.280307	0.623846	3.271389	2.998550	9.692469	4.410434	2.468152	1.421288	9.237656	8.202080	9.627665	5.242535	8.414206	2.831705	2.214195	3.803682	2.271906	8.912555	0.396942	5.973021	5.427994	9.000859	0.962468	
6.565884	6.153678	8.595554	3.325806	0.406687	3.574537	4.467996	9.185764	9.256634	0.319614	7.097008	7.943569	6.871970	9.920819	6.474319	6.314249	4.729410	1.362094	0.446721	1.738610	5.980744	0.467852	0.647383	3.535280	0.164675	
3.120682	3.598779	2.587359	0.474876	2.181296	6.588736	0.043021	3.462247	9.182909	7.927075	5.333303	5.339264	9.940234	5.154641	5.603710	1.216042	1.351096	4.608768	0.710058	8.524670	5.475347	4.858851	4.087871	6.913558	5.689064	
6.401440	8.091600	3.398799	7.060607	1.796775	7.005149	8.322390	8.771306	9.089895	5.682060	1.261347	1.596562	9.960717	7.733166	6.805221	0.808395	6.256938	0.707926	6.117309	9.781419	4.130791	3.854196	3.225054	0.819135	6.316428	
7.967073	0.468330	4.629644	5.990417	4.451064	7.771437	9.281167	7.528778	3.023567	4.797277	9.867772	4.655452	2.154745	4.901917	3.797452	1.805106	8.866995	6.390638	0.790286	5.190416	2.823157	2.391924	2.287650	2.152338	5.745907	
1.506962	6.919129	5.781826	7.173100	4.731057	7.940963	8.328320	6.938916	7.567653	4.539896	5.992664	5.505274	8.522710	8.786030	9.596558	4.076066	5.377057	9.445807	2.504812	8.290782	7.459489	2.594064	9.588072	2.558711	7.912101	
4.082110	6.348336	5.274005	9.797910	7.055507	3.722705	0.182895	9.791946	3.440934	1.331356	5.670368	1.350236	5.489486	6.814081	6.856894	7.118189	7.967409	7.072268	3.537485	0.895883	8.007717	3.045293	1.472549	1.637141	1.935505	
6.401115	8.192524	2.052532	0.029153	7.635346	7.326349	6.727396	9.680065	7.930463	8.249275	7.924482	5.061299	9.881751	0.868598	7.537134	3.011655	4.615440	1.947477	0.127098	7.665546	9.784709	3.436616	0.499918	2.941767	3.728514	
