3.192072	7.524440	5.916263	6.216901	5.570416	4.383688	8.765094	1.253290	2.949243	1.042738	2.459879	9.916584	5.956393	0.366056	5.692453	5.233136	0.864939	1.662806	6.872905	9.579395	9.659536	4.066594	1.113352	2.916403	6.130450	1.247922	7.229606	1.578598	7.799663	1.585756	0.219016	2.756477	9.824560	8.988313	3.218604	0.180867	
0.398484	5.131817	5.555354	8.799234	7.640642	7.855189	0.588646	5.399294	0.544325	8.242383	7.646692	1.873696	6.000471	8.832604	3.891165	7.862018	7.443728	2.462917	1.400935	5.792335	5.319256	7.513651	4.372019	6.816885	6.326078	2.691174	8.631417	2.496256	6.589210	5.294057	0.435072	4.748047	3.368329	6.660474	3.364819	2.509598	
6.277972	3.552444	3.511527	8.912006	0.875990	9.759116	3.678402	0.721500	0.687989	3.213023	6.348424	0.675492	5.516819	0.647958	8.318013	7.113354	7.146355	3.568160	5.146734	6.587697	6.438485	7.947432	9.442892	4.237642	2.665152	9.104315	1.571163	3.900537	7.719254	4.439927	5.767528	6.552736	8.948381	4.684985	9.371550	3.342361	
1.008064	3.400285	1.599428	7.116204	7.727497	2.294364	0.586549	8.019694	3.210771	8.206362	6.908389	2.639766	8.115913	9.959636	2.568433	0.854236	3.311777	8.957604	1.049104	9.216855	7.085680	6.019189	4.897271	8.614198	6.304265	7.824987	3.681398	1.629184	1.141413	6.434956	3.757444	4.554003	9.780574	2.714920	4.917557	8.424988	
4.911458	3.827742	9.764763	7.104124	0.209829	8.734262	7.214987	9.173808	1.675558	4.297503	0.840045	0.523919	6.471363	5.159993	5.840052	4.552447	4.646457	7.046383	8.315552	0.972114	5.681927	0.666394	6.796835	2.160004	6.431932	5.730868	7.996324	6.651270	5.979685	9.095670	2.623514	3.404272	4.475403	6.851021	0.595846	0.222180	
9.312124	7.418133	6.201854	0.020413	1.997027	5.838365	6.571292	6.902106	4.112770	8.720476	2.344927	4.744086	6.526825	6.703729	9.075831	4.861143	1.928302	6.303974	9.059478	0.864716	7.251130	3.451046	9.249729	1.876406	4.683299	2.942831	1.558637	3.107729	0.880210	5.154335	3.870785	8.635930	9.565591	0.195958	3.834451	1.400814	
6.570232	6.699492	3.235088	7.219842	5.707569	6.915794	9.558887	0.529372	9.943453	1.913755	3.655404	0.877917	4.964111	1.988081	9.154878	4.217321	9.446241	8.765105	7.409617	9.522226	4.270564	9.965142	7.533281	0.673694	1.102830	2.608535	7.340687	4.277928	9.589909	4.788451	4.795298	3.161780	8.595729	5.207124	9.243379	0.759796	
2.951083	2.862577	9.750782	0.513809	1.952249	0.185863	4.372263	3.035660	7.020643	4.738960	6.291710	4.308683	8.689914	9.087758	5.178060	3.363412	1.217517	3.410959	7.643059	2.216015	9.114390	1.646398	0.919274	3.846384	9.393429	5.255465	5.496636	3.008530	8.770389	5.091618	6.014521	1.838984	1.548970	2.630684	2.062399	2.831667	
5.875816	3.755298	2.019923	1.200196	5.375273	1.617463	7.847594	3.922750	1.621638	0.403125	8.691973	9.689997	6.210073	1.704446	4.767899	2.104310	1.243564	5.493739	6.958704	4.698952	1.060894	3.816347	5.009274	2.819557	7.527190	1.447640	5.111125	6.392323	9.143380	9.785402	3.527464	5.122925	8.386596	1.218815	7.763706	4.518990	
2.842463	5.165281	5.953598	6.941533	7.881449	2.107624	0.246742	3.040345	5.527698	2.263775	9.407924	5.237681	6.454350	1.775488	0.056239	9.237096	6.327613	0.790282	3.715888	1.675023	9.228403	0.534632	6.974758	8.358006	8.666816	0.164542	0.279214	8.024323	3.901690	1.759297	5.112581	9.436909	7.553767	9.345539	6.923272	9.495020	
2.065259	4.201594	7.390430	7.246212	8.603770	0.553924	2.248442	0.394317	7.136513	8.375553	3.314207	0.623383	6.511212	6.142394	1.106088	6.351571	3.806910	3.001382	6.726570	2.693381	3.250390	6.240283	3.906604	2.466443	1.820181	8.994404	6.163038	0.294525	9.872046	1.322836	6.959741	4.577486	4.989725	9.982566	4.729472	5.557085	
1.668841	2.731753	7.008150	5.144925	6.060441	4.241822	3.536995	5.274635	1.933718	9.963773	2.865180	1.072228	1.779772	4.815356	7.863107	2.929948	5.832233	8.105149	8.809063	2.922830	4.332655	4.976702	7.955426	1.789115	7.310250	0.317952	8.460323	7.634879	0.001479	9.805853	6.132567	4.916979	8.183836	4.894987	8.279466	9.447344	
4.388699	1.369176	7.719784	5.135115	3.830786	2.446954	5.107942	3.243015	3.403226	6.609621	2.138412	2.950583	9.190895	9.546269	2.009030	5.185407	2.457352	0.360270	2.976176	9.698357	0.307774	8.373014	4.707669	6.584316	9.007528	2.915003	2.369336	9.506716	4.054857	2.547678	7.018139	4.648054	3.538790	7.558720	9.939633	2.031222	
6.589377	3.322955	3.597615	6.195057	9.135118	7.374630	9.439119	9.647264	6.023811	6.002211	7.843561	1.733836	0.621933	9.279107	4.850647	6.256280	6.935404	2.827183	4.178490	8.740431	7.731558	3.939983	9.373558	3.795769	4.876039	5.707477	4.230347	1.095486	4.738457	5.969602	7.722877	6.251776	4.451568	2.439275	0.434809	5.304881	
0.256719	8.341700	8.651186	7.425167	4.463103	0.871047	3.705851	9.813458	3.078909	1.079869	5.295723	2.316307	9.259990	7.309315	1.279589	6.378823	8.345477	6.372050	1.656309	1.303637	8.182411	6.452718	0.351843	7.470705	4.203766	9.434401	8.485548	9.717696	0.068500	7.059978	8.200793	4.765507	2.967327	1.621071	3.442448	2.111937	
3.161531	6.563426	5.159656	4.031489	4.409831	9.863278	3.697254	2.593464	8.331352	3.274285	3.113642	1.428661	4.347272	6.565865	3.284068	0.378552	4.967367	9.979529	3.337713	2.307548	0.310872	6.004613	1.583237	0.032960	0.868208	4.081148	3.248253	3.423813	9.494254	9.476434	8.135555	0.198021	8.387811	7.377412	3.896426	9.871919	
2.550714	0.597857	1.779567	8.720410	9.530369	7.260783	8.916851	2.184248	8.699264	6.742233	5.104748	9.701792	9.062448	1.266018	6.789901	3.832714	3.667910	7.596518	6.801368	3.267885	4.887211	2.597049	7.994230	5.544262	5.411548	8.871485	0.222755	3.639983	8.293134	6.676190	5.721423	2.385170	4.113623	1.271710	0.576887	6.334706	
8.305512	1.748707	7.207042	7.517469	1.124651	1.528807	1.893105	4.844039	5.483483	4.289392	9.836205	3.514932	0.115881	5.838305	3.443088	6.132031	6.116792	6.955420	8.324794	7.279165	0.154342	7.106568	1.929178	0.337297	3.550659	2.388516	4.689483	3.553869	7.427197	3.012656	4.136863	1.463100	2.205799	1.992404	4.215731	2.060271	
8.306268	5.563782	2.032777	0.413607	4.511849	7.120484	8.910910	8.854300	0.445680	8.768877	9.025875	1.057377	2.351905	6.710062	2.339733	2.733869	6.573475	7.728211	6.594955	7.283235	4.094897	7.793286	0.053302	6.250487	9.344693	0.082776	3.376804	6.916078	2.514057	2.890990	2.914790	2.751154	2.638193	1.921536	4.438730	9.331337	
2.195089	4.366396	3.582459	6.566085	9.450669	5.404831	0.438967	0.874640	3.666154	9.693555	4.828742	6.207929	3.294198	3.182641	8.341017	1.004723	7.178494	5.617859	6.990694	8.327458	3.071832	7.626527	9.618140	4.199494	8.148665	5.974316	0.993134	2.084496	9.802521	6.691751	6.703284	0.459893	1.723368	9.528275	5.874658	6.466283	
2.599972	8.867977	9.353154	5.316330	5.290207	3.245346	4.992178	8.843069	2.961534	5.064982	1.439563	1.351072	8.335859	4.492819	1.044835	2.975537	5.034831	7.334094	3.319555	4.251880	0.622726	3.651602	3.046710	1.173889	1.351113	7.423492	1.985705	3.891864	6.535638	9.846309	8.594808	2.610691	8.417233	6.553009	0.585765	8.029450	
7.559939	5.843094	6.878298	1.340774	0.277540	5.405267	6.029730	1.798250	9.210474	0.866597	9.582903	9.199489	2.159977	9.837298	6.649417	4.883384	3.830784	3.492476	4.756917	5.407435	4.707669	0.534194	2.383215	6.311252	6.476084	4.920188	2.074601	4.408880	7.236123	0.220489	5.058743	1.953503	6.476392	6.231152	6.688363	2.815066	
0.211207	1.468457	7.254006	6.439577	3.974480	9.077065	7.937377	7.593359	1.061809	4.031329	8.972278	6.433867	8.451551	6.808844	8.739260	8.233073	3.115806	6.685048	0.358129	6.614188	6.666804	0.677166	2.004539	3.901881	6.672775	3.071628	0.651035	5.115013	5.706499	5.211354	0.593324	2.748842	4.203236	9.681732	0.350154	1.407591	
4.003861	7.499145	4.226452	4.962643	3.212759	8.288251	1.838774	7.740684	7.801509	9.208358	2.703439	5.829738	9.139064	7.468862	4.346689	1.781561	4.117279	7.473559	1.485193	1.313676	6.499231	1.629016	9.459826	9.707030	4.900457	5.445237	4.986481	7.120346	1.715890	2.854289	7.412022	6.162183	9.393239	9.645820	2.416948	0.435147	
2.539334	4.039662	5.167631	8.155984	8.981973	4.864268	0.343522	1.478021	4.163036	2.753834	3.479968	6.409438	2.972569	7.886239	9.933128	5.996047	4.543887	2.844332	6.705180	0.948522	3.778551	9.200144	9.977612	9.429755	4.632175	4.011500	4.319146	7.724475	4.255143	6.068568	4.770615	4.465138	5.609158	3.359530	2.813261	5.046684	
2.177039	5.066926	8.030851	7.519196	6.016684	9.170650	7.406218	9.397934	0.624223	0.750163	1.945836	8.630147	0.125632	9.152880	3.719328	5.333392	3.799457	6.042328	9.408114	6.733368	3.172203	9.914492	2.460901	4.889226	3.705180	2.001749	1.021742	8.133967	2.874986	4.654332	0.711869	6.699784	1.235431	9.191362	5.494749	3.868882	
2.458935	5.491520	4.181308	0.018583	2.718140	3.537769	0.913219	8.164299	2.582588	2.025438	2.544294	5.477061	2.082302	0.330167	9.238474	7.822531	2.698492	4.621850	2.627373	2.224462	6.581373	5.829402	3.576980	4.780147	5.386850	3.724960	7.044821	8.645768	2.903490	0.559778	6.664393	0.063649	4.813130	4.787029	7.514563	7.443773	
