2.917659	8.122510	0.455851	4.925952	5.617310	8.854198	0.572427	7.096580	5.505593	3.207053	6.243810	1.778538	1.473537	4.110134	1.995098	0.445433	3.683344	7.333766	6.392091	0.273975	4.563403	8.091987	3.464170	9.380640	0.172822	7.905029	8.120044	5.188792	4.558084	9.082130	9.913597	4.075572	8.464258	5.430240	4.460371	9.915814	3.475583	4.068941	5.573467	3.861537	
8.199813	1.293925	8.656424	8.238601	1.740939	2.619289	0.459783	3.214236	4.919279	8.460936	7.120577	1.466104	3.494405	3.322604	3.626766	2.199211	2.431131	7.661511	7.155883	5.891262	3.944540	7.527729	0.817482	5.576444	6.115729	0.375026	4.218001	8.891668	4.024161	2.443197	3.418674	2.617640	9.539988	6.612602	3.566426	6.330404	1.752858	9.896223	5.889203	1.998325	
8.460758	5.241794	7.934765	7.031215	2.542511	6.690896	8.913937	4.196393	3.200072	3.814009	3.307800	3.920776	1.303004	4.654808	6.893603	3.720597	6.762575	0.385344	5.610974	2.527843	3.260955	8.609906	1.501046	8.922346	7.651002	9.778688	4.197311	6.394509	5.042522	6.910837	6.343952	1.864210	7.990944	0.967578	6.758501	8.101967	9.542828	4.749532	4.165874	0.649170	
5.605062	4.975343	5.156103	1.095422	6.440461	6.975789	4.985682	0.058978	3.439712	6.747817	3.487223	8.959338	8.347405	6.005711	9.088251	2.549774	5.000626	4.811431	4.083703	5.972458	4.464481	9.185395	7.820674	3.351654	8.749504	9.324850	4.182353	4.095241	0.963645	6.893511	3.833721	9.372325	0.323146	1.169656	0.835231	6.537704	8.970920	9.161885	8.462296	5.154551	
1.950130	0.330595	6.960034	9.808101	2.259782	4.285842	5.756252	8.308896	6.914286	3.595256	0.858715	4.593295	6.278807	3.493015	2.442075	3.191256	9.853928	6.950808	1.571291	9.372262	5.518593	9.974410	3.670395	4.245732	6.083996	5.528213	4.730083	1.849001	0.325597	4.687560	7.993193	6.131358	7.316381	8.066145	3.844375	9.926154	3.505335	2.610763	5.206776	4.766672	
9.885768	6.423597	9.255613	8.645440	6.939095	2.162475	7.021641	8.945007	3.648884	7.480641	8.701145	5.412984	3.595500	1.412663	9.917178	5.121705	7.775487	4.088014	0.217559	7.507135	1.028109	9.386957	9.036087	6.245949	5.412515	0.246187	1.743324	3.827343	0.152866	7.449063	6.738449	6.156788	0.512705	8.499211	4.805088	5.344417	2.223336	4.874013	0.034271	9.473011	
2.974600	2.536750	7.172744	5.174929	7.396615	5.569662	7.128462	2.943262	0.319959	9.700113	1.161782	2.484819	9.098409	9.758076	9.864109	8.866070	2.418383	1.672805	1.828500	5.055164	3.668505	0.549335	7.365469	0.811809	2.483114	2.418126	6.316887	4.129106	6.772916	1.338120	8.926524	6.374277	9.890161	0.174700	1.137156	4.623570	8.526075	7.834233	1.371872	9.804055	
0.969999	7.926596	2.277767	7.090674	4.639343	0.542467	9.568678	8.329908	9.012443	3.374510	0.664506	8.803286	1.214537	3.227669	9.320236	8.841658	0.982685	0.589733	6.044872	5.483918	7.615965	3.346833	1.517930	1.095735	0.838905	2.490136	3.799875	9.630967	7.594911	2.745770	6.247750	2.970390	7.242296	7.392205	9.140799	0.762547	7.467342	7.966986	0.099340	1.997027	
9.436207	0.478090	6.525625	4.533464	4.251722	2.460710	2.187054	7.036283	1.048256	6.145994	4.947035	1.379047	9.751772	2.542731	2.895057	3.698697	9.954476	5.245263	4.638067	8.236764	1.532300	1.843173	6.374026	0.460067	6.374157	0.663281	9.160065	3.459184	4.665617	0.678521	9.982726	2.747049	2.485336	2.240113	3.356109	8.300373	4.416327	5.308950	6.481501	4.616767	
3.513810	8.035673	0.875275	2.317295	6.497914	9.257463	0.159926	4.982372	2.797028	6.327794	3.067064	9.360060	5.144319	5.601134	3.164542	4.197996	1.736420	8.390816	4.104588	7.923485	4.232105	9.803874	2.199991	8.831113	0.456956	8.227701	5.734263	4.978037	2.788401	6.176114	8.628011	1.445165	0.546029	6.914116	3.178193	8.954576	5.032730	7.831939	6.708487	8.681287	
2.788215	0.994010	5.631740	6.298010	1.288513	1.160078	2.096569	5.103987	5.547585	6.703205	9.767379	8.574049	2.529232	6.023745	9.498548	3.188875	8.225306	3.335804	6.166583	1.961736	2.062510	1.797758	0.106256	8.505202	0.295068	1.746577	9.117080	0.590854	3.579887	6.289821	0.637950	0.050814	0.680237	8.013022	5.167731	2.130307	9.578665	5.150387	3.564679	0.210416	
1.056360	5.876032	3.512445	4.032742	4.178613	4.975289	7.815548	4.948103	9.702354	7.012687	7.720922	2.687345	9.643276	8.437604	0.808107	2.860967	2.639150	3.266015	3.771499	6.855277	6.975010	0.761940	7.635205	5.936293	3.456066	6.981700	6.618393	1.482961	4.372662	0.663453	5.657464	2.334201	2.855814	9.969212	8.637835	1.645933	7.515559	8.835946	6.930366	5.093822	
