9.401387	6.631159	6.457946	4.648867	5.129009	6.649231	6.998464	8.326599	3.541685	4.708840	0.338022	9.653038	3.593208	8.138842	2.065938	7.745666	5.323834	9.541925	0.999598	2.058969	7.641354	5.861069	8.885315	5.900586	1.258480	9.588418	1.551999	6.465948	7.377050	7.966082	2.992282	9.704846	6.790748	6.279411	7.868368	2.701524	8.328190	2.249135	8.391494	1.255508	8.871346	4.555701	5.863949	4.634566	7.284227	2.113751	
3.777618	7.606226	1.572692	0.504608	7.523678	8.920626	0.529283	0.088386	8.694150	0.595509	3.577163	5.459268	3.084703	0.270689	5.980031	8.591309	9.340980	8.585943	6.356199	5.593451	4.421531	8.385486	9.156131	4.459501	0.139554	9.004247	8.007992	1.093713	9.505854	9.438798	5.294829	4.826138	6.642990	3.697668	5.144046	4.284318	9.553333	5.174973	0.150710	8.703410	2.242780	8.987546	6.772349	1.729025	2.795647	4.983422	
9.845090	3.265187	2.286012	9.962036	6.073714	9.615479	1.657220	3.988966	9.523728	3.626425	5.648426	9.444046	2.804528	4.540624	5.324322	1.877539	9.322294	8.575718	7.641921	8.271695	3.628717	1.993033	0.934491	0.308262	6.252579	1.211449	9.549353	6.320092	0.125745	8.210818	2.999912	7.366018	8.069096	4.201643	6.276082	5.210550	8.976896	7.635476	8.352498	3.077012	3.827347	7.078119	0.760343	3.071076	5.675569	0.684284	
3.624558	7.800720	4.725186	8.476707	4.032683	6.325163	0.549308	8.743973	3.339864	5.022820	0.500651	9.907292	4.699990	1.502507	4.799783	3.699988	1.221975	0.700923	0.587122	5.653715	1.540764	7.369289	4.685393	6.769696	1.960758	6.093447	0.018128	5.218133	7.495391	0.832528	8.224828	2.596123	4.075511	5.807866	4.944344	3.572507	6.657109	4.092004	7.048980	0.026511	7.782968	3.442237	0.632609	0.434007	2.811699	5.201714	
8.623911	8.692057	6.152323	7.813994	6.161843	7.596568	4.799047	9.090748	5.724727	7.754358	6.385996	9.354584	2.210863	9.252221	5.622767	8.197007	2.988481	7.124424	8.671320	5.967599	8.090371	7.731640	7.625219	6.627757	2.532329	5.744367	1.345889	2.468104	9.312538	0.380084	4.226635	3.537757	5.469182	3.609874	8.034177	1.822465	3.059950	3.954470	6.783982	6.872043	7.591166	9.465782	3.358546	3.173947	3.498828	0.351921	
7.633254	6.963022	2.754749	4.280733	2.385082	0.137399	4.227956	0.849218	7.210203	1.904015	9.087212	7.512300	4.441072	2.606613	7.724457	2.837184	9.117263	8.461771	4.069234	0.153343	6.421818	4.124469	0.364246	4.882468	9.487705	9.428766	3.358360	1.043359	7.189110	0.292698	3.438607	1.306641	5.029603	0.601398	6.679829	4.184282	6.518281	3.904458	8.647875	6.092749	2.320074	4.724292	6.976979	1.183039	7.799466	2.767507	
8.747626	7.938971	1.055252	5.335525	8.255367	7.851802	4.584644	6.351174	2.403718	9.254290	2.078496	7.789998	3.777686	9.657428	4.302822	5.721010	6.762573	2.736445	3.253707	2.454219	8.023518	3.791738	4.064453	4.550148	0.988023	6.432254	1.002436	9.814667	6.164644	4.672872	5.877742	7.789484	2.021433	6.637900	0.580488	3.495108	9.154461	4.664002	8.206223	0.438626	3.717632	8.578588	8.640115	2.795349	5.523214	9.395534	
4.392710	2.097850	6.648028	5.068499	1.963315	2.876683	5.620837	2.568969	3.180837	8.985708	4.149315	9.456492	5.533480	4.266599	8.213768	8.699349	1.211568	9.088907	0.612789	2.315369	0.142667	3.602512	2.452337	4.466606	3.220076	2.403309	2.933083	4.366261	3.564732	0.911539	5.662285	7.499148	1.008190	6.524352	8.130527	7.916884	4.556979	5.863598	6.854598	0.580490	5.583583	0.591258	5.237607	8.444997	7.170142	1.798008	
5.505182	3.289190	7.497943	8.023117	5.785271	3.794604	5.897867	0.290390	8.580714	8.506420	8.182011	7.554913	2.897205	4.171331	1.686298	9.008152	2.727645	3.757687	2.848167	2.794401	5.059380	3.135041	0.298029	9.264589	8.240804	8.723787	3.900090	8.967545	6.966910	8.515538	8.217548	4.976144	7.257100	9.708894	0.746023	0.980970	2.505160	8.360024	3.191292	8.640221	6.188138	9.714252	5.715402	5.386943	4.322399	7.532584	
6.220435	5.900018	4.301397	8.795398	2.958759	9.622558	5.896702	1.419450	8.117609	1.389701	6.953721	7.038756	3.716085	9.853637	2.010858	5.697416	0.630944	5.567899	2.779712	4.520517	2.553130	7.860013	3.215915	7.728890	7.419985	6.535803	4.730795	6.780967	8.306344	6.090007	7.159470	2.800124	4.813436	2.423017	8.460473	7.965326	3.319708	7.119922	6.210267	0.342446	2.200555	4.636947	6.459072	0.088897	3.795664	7.854521	
