6.092668	9.760527	0.616471	6.313710	2.298643	5.039776	3.633249	6.595820	6.289717	6.654778	8.814158	2.808079	4.175443	3.147357	9.613707	4.939633	0.284545	6.610333	0.996145	0.934255	6.373062	8.729529	
9.177262	0.701602	8.020043	6.706069	4.665817	7.208076	0.366317	3.190345	4.263520	2.744770	6.779142	7.680003	9.160166	1.816645	7.992114	7.729477	1.971497	2.191973	8.504763	1.470606	4.499193	0.321812	
5.401437	2.295379	0.850215	0.283945	5.301434	6.923020	9.127500	4.053410	5.587693	8.555900	0.662682	7.651264	1.948565	4.225857	3.397232	9.947016	5.422143	2.065572	8.829935	5.033645	8.361184	0.362034	
9.771770	8.203293	0.478648	3.547367	5.981949	6.847051	0.638790	2.780848	2.208579	8.093286	4.764352	3.996290	2.352943	1.265347	9.906619	0.063161	7.203457	0.793023	3.693801	3.568756	2.222187	0.302264	
3.479564	8.590546	7.368610	2.803236	3.713251	3.945566	4.229025	5.441837	7.811242	0.266040	5.884156	2.345201	2.072270	3.735707	2.043816	3.372528	6.828722	7.244891	7.454272	2.933326	5.034009	7.868307	
1.483602	1.445654	3.039202	3.097995	4.376880	0.874487	8.000487	5.258343	1.199685	4.236110	4.593068	4.317850	2.925445	3.890700	9.314550	6.201988	5.274176	7.504450	5.163438	1.038033	2.144988	9.154650	
0.998119	9.199185	2.809946	8.144046	2.404324	7.695652	8.132869	5.558691	6.149285	0.374037	4.893641	5.072460	5.302971	2.377893	8.932954	0.542571	2.713661	1.770201	9.543182	0.364313	7.398938	2.907532	
9.405380	2.206846	9.416771	2.541510	8.859575	4.386166	7.037786	0.263274	0.740008	5.264887	5.978477	4.827203	5.265083	1.657943	9.690801	3.610458	0.351471	9.121810	8.451893	8.528126	0.000315	0.301501	
7.219498	2.239599	0.115641	3.196593	1.097130	5.344737	5.275687	3.020066	3.215682	6.719482	2.099618	8.258066	0.485426	5.629543	0.588663	0.197820	3.398318	4.652071	8.897617	8.261454	3.907341	6.648559	
1.825865	6.514726	2.989110	3.381721	7.612008	8.611756	8.556014	7.591783	2.603943	3.810941	1.871337	3.510630	9.313170	1.286737	7.021355	5.820178	8.143254	6.669376	2.381411	4.852746	6.547932	1.939930	
0.614462	5.583539	5.586356	3.048258	3.598057	2.962861	7.848584	9.334001	6.589960	1.171594	5.991202	3.727290	6.280598	6.698483	6.405987	5.614775	1.754474	5.213158	2.410534	8.962598	7.350864	0.962918	
5.819521	0.568144	1.099680	8.774200	9.281059	2.531322	6.273160	3.556678	8.040607	9.450523	0.384807	6.387118	3.996480	7.486668	4.208310	9.644504	7.676814	6.857456	9.670605	6.603626	0.599237	9.786608	
9.011952	9.468167	8.767148	3.271327	0.715019	3.626144	4.761974	1.003262	4.328942	0.983877	9.797889	4.853140	9.233869	5.490406	4.141067	6.698120	7.331604	7.206675	7.288494	1.479497	1.072578	7.786555	
8.639384	8.842451	0.488830	5.320951	8.262540	6.716616	4.014895	4.443098	0.072539	9.785327	5.334563	4.753897	3.845257	6.630217	7.960437	1.208320	7.772421	0.093659	6.643893	5.352708	5.196527	4.731315	
5.458057	7.543357	5.257383	7.930110	2.343128	0.833628	3.668964	9.710585	1.936526	0.545309	6.720128	8.158844	7.884611	1.426323	8.889975	6.435142	8.005485	8.726851	2.697012	8.066138	5.347168	8.251076	
8.011061	1.397439	7.143745	0.564682	3.053643	7.495550	0.975275	5.768380	1.186437	5.222223	9.150449	3.633833	4.179522	0.927092	0.366641	8.763746	0.961186	3.252165	9.878977	6.664346	8.772486	1.573819	
7.184152	1.622123	4.215616	3.283450	1.594934	4.989457	2.696887	0.878737	0.761400	2.199984	5.676072	1.482918	5.283864	6.788890	1.292331	6.728439	6.022078	6.932716	2.661975	0.152483	2.147092	1.685907	
4.973528	5.973930	0.839288	8.985732	8.601609	4.158235	2.508268	2.938818	5.570377	8.350005	4.128522	7.113104	0.718493	5.999919	7.157969	3.058113	4.506624	0.841330	8.957214	1.779805	9.050861	9.260852	
7.229293	4.756096	3.686490	2.039168	1.333814	9.514999	4.526223	5.102994	5.684742	8.700232	9.414912	5.201666	5.145392	9.328929	6.943841	9.788385	7.827418	8.520851	0.655214	6.029525	8.380265	6.879090	
8.457383	8.608180	8.025724	3.007920	5.717035	5.228328	3.186887	6.179012	9.667086	1.910364	0.495623	7.963628	0.839878	2.938230	6.460010	3.303814	4.601636	7.497096	8.877998	9.256731	3.632866	8.740405	
6.333106	8.637643	5.601786	1.144335	1.541808	1.471223	4.956012	3.156846	0.998350	0.351036	6.530470	5.767257	7.682552	8.547693	8.938029	9.173303	9.805370	7.444477	7.896840	2.505045	9.781116	9.866914	
7.871690	0.206443	7.591206	5.489824	8.887592	1.111907	9.111930	2.486454	8.469521	6.776896	4.717899	4.770009	4.956963	7.357973	1.324892	5.996138	7.957616	9.353708	3.790780	7.510861	1.534468	0.855029	

110.637683
