3.075083	4.606556	1.846902	7.069465	9.559099	3.518615	7.800283	6.092881	7.867079	3.710732	9.322036	3.898692	3.213343	7.737764	4.562490	7.863708	9.880290	9.023049	1.409056	4.949772	
0.794125	6.913249	1.155909	4.506322	7.653866	8.027418	6.694272	4.879571	9.658069	5.034211	9.691999	4.555256	0.472571	5.966027	5.337683	4.425445	3.899201	8.006488	9.557669	4.850897	
2.569443	7.206347	8.772580	7.066255	6.954443	2.106019	7.394286	2.731851	2.795532	5.370744	7.471360	1.552559	1.736451	2.764002	3.682575	0.373687	9.900932	1.056673	6.838556	3.697548	
5.323777	1.753042	1.691531	8.067452	1.102041	2.360227	0.632515	8.597280	7.087702	9.584856	8.747651	2.199019	7.813602	4.950326	2.445027	5.140746	3.322054	8.133523	2.034566	0.618175	
7.144641	2.879976	5.745844	5.086267	2.562894	7.888666	1.060788	8.201583	6.260052	1.743014	3.786357	8.168285	9.808420	0.270076	5.801396	0.107774	1.236038	5.689617	7.584927	4.596922	
6.971070	6.136762	8.086336	5.564764	4.329038	5.359963	5.679217	4.578248	0.330211	7.291167	1.738481	0.708716	0.903510	2.937991	8.977984	5.994759	2.350687	7.996428	7.618019	4.883545	
4.988811	2.405353	8.158278	6.032348	8.164007	6.728235	8.639042	7.028009	8.129752	5.786622	6.647616	8.990762	9.351113	6.595152	6.072306	4.296726	0.115459	8.346705	8.760615	8.182526	
2.291185	4.656615	2.947658	0.775245	5.457341	8.902521	3.012750	0.903407	4.599030	4.264274	4.735056	2.834174	8.830298	1.685765	1.069164	5.016176	7.513301	8.995159	1.991969	6.100816	
9.021081	0.247547	0.487957	3.088496	1.266809	0.066043	2.815527	2.108105	4.742341	3.217113	7.953897	1.747447	8.488278	2.834301	5.520485	4.530964	7.293701	5.833486	0.621618	2.832596	
1.651549	2.169603	6.185700	7.978916	4.503327	5.992246	3.139562	2.488168	1.045691	3.757774	4.414684	0.907077	4.490861	9.634821	8.060690	4.691787	3.895230	4.505312	6.396954	4.710700	
7.265881	4.174486	9.053950	1.905364	3.359186	0.568993	6.928210	2.664346	6.959831	2.054059	1.910115	0.718148	2.009726	0.363454	9.531305	7.978414	0.229042	1.801334	1.984923	8.674840	
2.416978	0.515314	3.031297	2.095005	1.869334	0.047910	2.361301	0.902094	7.146251	1.252323	9.551299	0.380904	9.380727	6.214513	3.427886	1.072058	7.783400	3.159144	5.914807	2.147082	
1.318952	4.346581	3.686645	3.071331	8.801813	3.736327	8.542572	6.427499	9.390542	1.252109	5.581760	1.193659	2.071994	2.309610	7.003237	9.322184	4.561669	8.248498	6.953513	1.613616	
2.409048	4.449897	6.463041	5.916937	8.629257	2.589822	6.634704	7.189172	5.749251	2.813349	8.932411	9.723261	6.365535	9.851401	9.823790	7.452677	5.986830	3.526851	1.987213	9.944182	
5.120692	1.618484	1.583509	2.466650	8.557256	5.814838	7.020451	3.843006	2.134206	0.225754	4.301367	8.347720	5.347591	3.875780	8.822213	9.692515	9.507077	0.091335	4.454633	0.702777	
4.940812	5.605007	8.908919	0.731851	5.529552	7.546846	5.127644	6.002459	3.339543	8.147214	3.384128	7.288201	5.259313	4.878305	5.557445	2.517119	9.122329	5.460173	2.597652	9.062388	
2.312634	6.914823	8.422324	1.145778	9.081808	5.436812	1.597353	0.609712	5.971006	6.497475	8.177513	5.344066	0.789053	1.415481	7.339195	9.144135	3.588221	4.693929	4.602174	9.125057	
0.742877	5.868883	0.336808	6.186594	4.705545	9.996080	2.096479	7.485235	0.694181	8.202143	4.395488	4.654326	9.669134	2.481259	5.797543	4.182652	8.775095	3.864802	7.107146	2.153083	
6.871987	9.600131	9.012144	1.774349	6.120588	0.196325	0.432526	0.851343	7.261376	8.728337	1.949057	8.572466	1.360105	7.857565	8.370257	4.832761	9.768280	7.619668	6.738602	2.177470	
3.763625	5.593387	8.044149	6.714493	3.514694	4.424211	0.293078	9.893651	9.851376	7.928037	4.102206	5.336407	6.085024	1.229268	6.335928	5.729902	0.030254	7.223722	2.750307	2.471761	

98.609949
