0.589124	4.887937	1.003475	8.268449	1.770353	7.761002	4.168970	7.717058	0.894098	1.399439	6.208506	0.168493	3.086809	4.771549	4.709343	0.285265	5.014458	2.558895	5.250524	9.619944	9.019682	
1.100517	8.339097	8.695913	7.838699	4.089508	8.402591	8.584768	7.076967	8.314785	7.428602	7.686763	5.444236	1.218594	8.240712	8.915455	5.503660	8.340919	3.296891	9.981638	2.166178	1.672641	
0.034907	9.581794	4.808642	7.028605	5.252373	0.401813	3.990203	9.330364	6.333607	6.301133	9.150881	0.612959	0.580089	1.467950	2.473489	0.049629	8.383241	6.573234	0.550531	3.735298	0.187685	
8.386235	2.090569	6.896357	5.558235	8.810973	4.541478	7.378877	7.364814	1.937737	0.030734	8.721271	8.098569	1.373223	5.992782	6.826719	7.763422	3.382394	6.444226	8.434919	8.038017	8.325784	
7.096892	8.170154	7.651452	3.710450	8.453562	8.406340	5.528390	3.839359	9.354122	5.894372	9.661429	4.436591	4.669623	1.809589	1.677142	4.620725	2.680777	9.213551	9.738852	1.290914	4.716561	
0.444912	3.584862	2.776503	6.583077	1.927077	6.703644	2.072288	5.441721	0.407348	9.847588	1.942658	6.249906	1.214379	9.350635	1.361540	8.995467	0.979069	1.908859	0.684744	2.830646	0.013168	
6.464823	5.545470	7.142116	4.725622	4.552461	5.711842	6.275687	7.625620	6.459467	2.185024	5.860561	9.995677	1.473437	6.830262	5.943172	0.074164	7.092333	1.668136	9.728729	5.033655	7.503602	
2.141432	9.326633	5.285310	3.873782	6.487010	3.314614	8.414867	4.238187	7.799654	2.329648	7.062662	9.934930	6.154468	7.229888	6.867310	3.721850	0.960162	9.346167	1.955809	3.682061	9.128785	
8.996456	7.723319	9.126062	2.107752	9.032235	3.938467	4.208666	2.467298	6.558758	1.961819	1.769608	8.104107	3.375596	0.630534	5.998040	0.536135	4.487437	5.496096	3.671693	6.440917	7.462279	
9.443247	9.313106	4.370112	6.041712	1.443078	5.723640	7.714412	8.583734	1.668662	7.250356	3.766701	7.288099	9.781137	2.163599	5.313052	8.314375	3.049272	1.783975	9.028635	2.465494	3.546601	
2.629493	1.317404	3.976337	3.293779	8.010577	6.264716	1.054424	0.418324	5.858982	7.309858	4.113455	1.374281	6.891801	8.819437	5.748823	1.358877	3.685115	1.552481	4.988633	0.627200	4.728457	
3.329454	7.135407	9.094552	9.072231	4.597548	0.215944	1.559120	6.507045	5.141812	3.889865	8.175374	1.159165	6.024775	4.773458	6.619988	1.235546	4.392599	0.949150	6.534504	2.617555	6.494497	
5.096515	6.982727	8.028842	9.319198	6.940585	6.902016	6.721762	0.554002	7.717844	6.088490	3.802144	7.929784	9.197975	6.144072	8.121580	4.220614	1.502435	3.082218	9.296055	0.265350	0.710612	
4.390387	7.459440	8.183806	1.668818	2.182143	3.965971	0.692809	6.202201	3.954583	8.611340	4.019430	2.145170	7.986192	0.703843	4.355419	8.556824	7.801962	5.262247	7.042619	6.979671	8.535557	
4.597879	3.523184	1.738315	6.698443	2.079966	3.114857	6.597497	7.184519	2.007166	0.419358	8.997085	4.481014	3.836395	6.536030	5.747972	2.691273	8.832060	2.334081	0.084124	9.020066	8.946259	
8.316476	1.340849	2.084420	2.088702	4.272254	8.442812	6.747725	4.755014	8.468227	7.343554	7.635062	1.527035	9.355813	1.310180	5.067692	7.586689	9.274536	5.654672	0.409578	8.263495	0.336943	
8.480959	9.508864	7.008074	3.235305	5.115757	1.345653	7.607952	1.866165	5.303893	4.212965	5.730536	9.014080	8.790965	9.043544	9.752760	5.937288	7.731604	4.459751	5.162278	6.747594	3.228110	
5.786037	2.872211	2.390688	4.626109	1.596928	7.363286	1.435196	6.171965	1.138904	7.879085	9.689043	0.332713	2.627541	9.049904	2.383114	0.147403	2.390014	9.416488	4.451977	6.236004	6.637851	
9.624337	7.569182	0.698045	9.343048	4.791354	6.296736	0.284816	1.765139	8.295543	0.862702	1.928740	9.654227	9.479594	8.453918	8.623135	7.587600	9.625460	1.623533	9.799881	9.166506	9.104634	
8.567438	4.760753	1.369432	9.609159	8.503911	3.435370	0.287682	7.704506	0.917564	7.852896	0.937042	2.693351	1.930786	5.327073	5.247927	1.493369	5.561366	0.248661	5.377101	2.464231	7.049559	
9.562481	6.653490	4.261862	5.596199	6.888906	7.341889	9.561892	8.806260	2.818340	0.741310	5.951337	9.474013	7.588012	7.375612	8.283872	2.144856	3.085214	5.840834	6.168904	1.503604	8.400491	

109.564243
