9.746053	9.164278	5.954194	9.293223	4.026442	1.001391	1.977234	9.587688	1.828167	6.966753	1.310676	5.037567	1.560664	5.399784	8.278019	2.917727	8.923992	7.965433	5.870035	0.483351	7.155064	9.060999	0.161283	4.087498	8.285725	2.646847	8.834931	1.220365	
9.825532	0.211876	5.272467	4.994984	2.928891	0.057553	5.760166	7.609034	4.928334	6.061792	6.998631	8.834735	9.560463	7.158883	2.311332	2.491945	4.712583	5.481274	2.745316	4.905519	7.237350	2.694299	2.528418	7.464376	5.177908	2.562374	5.395095	0.945542	
3.008497	3.348449	7.078693	0.434138	7.690258	4.708076	6.183137	2.811329	0.371889	3.457279	6.350283	1.262558	6.670142	1.147464	2.599044	1.082346	4.961399	0.701933	7.868797	7.934883	0.890737	8.662236	4.559382	3.477723	9.246011	1.551335	2.378516	1.901160	
3.763334	3.346135	5.524405	5.792765	7.558505	1.048002	6.876917	1.216729	8.381621	7.882191	4.214042	1.396800	9.434281	3.115117	8.362580	3.748529	0.362438	6.747546	2.523401	9.223484	5.463329	6.146295	4.737923	6.704685	5.594933	1.264926	3.352025	1.440079	
0.101623	6.885882	4.470717	0.949559	2.398300	6.345631	5.011344	5.291012	0.364418	5.768875	8.040404	7.883880	0.132482	0.676302	9.816490	3.764152	3.343854	3.455448	6.948734	2.755671	8.345546	1.219696	6.982788	6.220576	9.124184	6.196779	9.969362	0.670354	
1.257438	7.125431	4.658652	2.775605	4.138774	8.145831	8.905048	7.002292	3.198542	1.591929	4.276691	3.007572	5.358832	4.036080	8.296619	7.867287	0.127858	0.515720	9.568130	8.295039	4.249901	0.960618	4.198608	6.475762	0.647086	9.140126	6.922184	5.576018	
7.100555	6.493223	8.556908	8.433334	7.684310	6.288686	2.488554	5.576871	6.568123	7.417569	9.520761	3.221333	9.876540	0.956156	1.801610	0.191190	9.188121	6.186262	8.161500	5.497938	0.119742	5.368929	9.548515	8.838358	1.345262	1.972388	6.804154	0.452934	
2.017675	9.259411	5.741424	7.965626	1.420247	8.058707	9.419913	1.671598	1.488547	6.410724	2.192879	3.807053	1.902616	0.550180	8.955933	5.959804	5.388660	1.798310	7.976488	4.262452	2.119063	2.218102	8.952166	3.868865	0.362702	0.937099	5.824063	7.789661	
1.340985	0.864048	9.847738	8.709396	0.823718	5.427597	3.426417	7.540270	6.437256	8.051031	1.479092	9.338124	7.731262	7.600494	4.397870	2.560773	2.221627	0.329865	6.462403	4.447620	9.624799	5.993127	6.017434	6.893912	9.664687	8.885219	2.502809	8.397916	
4.003347	8.766127	3.939461	7.717000	3.814694	7.496360	2.688548	5.031620	9.679787	0.102434	1.098187	1.336791	6.912000	3.030354	6.411884	7.424248	9.367432	3.619807	4.506279	5.055298	6.487811	1.960976	0.806662	7.390329	4.001848	3.908644	6.585398	5.042064	
8.207424	2.490949	3.061457	0.546775	0.254583	6.915735	9.910984	0.658188	5.415736	2.747113	3.429717	0.953328	5.411818	8.890692	3.938248	5.667038	2.482644	0.983052	5.538277	9.981668	5.077154	3.805648	3.967386	2.484323	6.934757	2.970580	4.626250	4.028465	
0.605822	8.497373	0.103704	1.038321	9.491139	2.555437	3.374568	3.764366	6.126816	5.389751	0.407881	9.971023	5.842124	5.904177	8.390232	4.797089	2.607680	3.961917	5.079377	3.332836	0.965179	3.661163	5.455915	3.779047	8.847316	5.645446	8.350577	8.456027	
2.080326	7.222035	2.188426	3.339610	1.387081	2.893401	6.636746	4.597707	8.143494	7.534766	6.170092	6.563858	2.154385	0.946458	2.382797	1.487656	9.428533	1.658287	5.172013	2.856987	5.891580	7.029175	3.586296	9.411252	0.190765	4.169974	4.401840	7.603316	
6.438349	7.487187	7.831427	1.474972	7.620744	9.086522	8.247534	7.844975	4.615869	8.987330	9.144564	6.835679	0.634320	9.217412	6.368500	2.403240	2.101213	1.419262	7.903993	7.648624	3.622025	1.866399	5.536470	1.533548	8.551866	5.731130	3.953233	1.136100	
0.730847	8.277376	2.449063	2.686047	0.801823	8.497806	4.182232	9.342330	9.051400	6.588512	7.414351	1.580343	8.302381	8.778259	1.841819	1.085619	2.321369	4.407994	9.901784	7.409740	8.007959	4.385329	3.432389	4.374154	5.773504	8.025477	1.695923	1.443590	
8.788324	2.810267	4.642148	4.013576	2.998847	5.613479	8.571499	5.445787	3.145507	4.172815	8.431774	9.210011	3.906418	5.234591	5.007110	8.111449	9.603327	1.974371	8.610181	8.108688	8.120492	7.570160	8.972867	8.091136	6.800504	8.365636	8.287178	5.392371	
7.014920	5.903605	4.086393	7.498226	9.164952	9.917164	5.455222	8.531138	7.862267	3.535139	1.411402	4.132608	6.539473	8.251390	8.188283	0.354405	9.111693	1.481889	5.937152	3.936250	0.678212	9.180130	0.376111	2.855166	8.457872	1.198098	5.616636	1.583326	
6.887146	6.367723	0.973049	1.799915	4.911532	8.012319	4.404779	6.339289	4.854272	9.479886	7.682305	5.421190	8.520119	2.413083	4.719359	8.656400	9.747871	0.721396	4.719975	0.705886	2.801125	0.915475	6.240342	0.418443	7.241481	5.952696	5.624010	5.881507	
4.821133	2.484977	3.254791	2.630112	5.932619	0.211137	5.858838	5.979307	8.194787	6.304621	3.977293	1.526777	8.064370	5.096754	7.525290	1.428752	0.741742	3.537027	0.438984	5.111559	7.072310	1.650450	2.788956	9.239797	9.575188	4.449166	2.441380	8.563050	
0.135202	4.631083	3.285188	6.491792	6.348136	9.109885	3.624566	7.368957	0.228585	4.711112	1.688542	2.767761	6.710193	8.087852	6.392264	9.752374	0.979289	5.453784	1.819078	3.794161	5.287859	7.456976	3.374545	7.611093	5.069269	4.638996	6.538768	4.489329	
7.084468	8.245751	3.766107	2.624031	9.507328	1.084106	9.693768	3.507663	5.326912	6.964930	5.258343	2.766248	2.791915	6.454722	4.861769	4.325732	5.065401	3.270234	9.907975	6.450102	9.434583	0.109387	6.577633	2.582418	4.013534	1.034873	4.359105	1.958178	
3.865932	8.524507	3.410164	9.086697	9.698846	8.196973	7.801689	7.540451	9.957139	7.690351	1.421026	7.800650	1.251177	8.468983	6.867186	9.157036	3.917117	7.750170	3.622014	8.191008	3.992179	6.915169	0.841396	3.285155	1.805654	8.077188	0.128037	2.817872	
1.159297	7.632047	6.870912	3.611241	6.793688	5.936551	2.551246	7.816785	1.439802	2.789552	3.467495	3.666445	3.361616	6.120778	3.496451	3.457168	5.146183	3.888274	8.539827	6.778166	2.323374	3.264923	0.086358	9.214388	5.780040	5.595849	4.193204	1.252282	
5.419639	6.597930	7.083997	6.730697	8.171594	6.676575	0.109561	8.372587	2.063324	6.756264	4.115038	9.999827	0.002077	7.566971	6.825860	9.749162	7.955240	0.445246	3.672422	6.198405	2.415067	0.152160	4.642582	7.352907	8.993097	8.864692	6.629791	8.108667	
9.531077	1.665773	7.196913	0.489803	7.130738	7.714067	1.100418	3.462605	9.348082	8.413834	8.466157	6.409622	8.743882	4.665973	2.753255	2.370000	7.274678	6.751060	8.355384	9.389989	2.933193	1.169574	2.774981	1.958547	5.717800	1.167159	8.463981	2.204071	
6.535484	4.798039	6.380865	5.543172	3.319545	3.764647	4.796465	8.778824	1.539898	8.967361	9.097137	5.107306	8.628739	4.607769	2.519592	1.380639	8.803722	3.828106	5.327334	3.498629	7.078289	5.920954	8.481343	7.957600	5.858798	5.443410	7.760173	2.508838	
0.777717	2.805782	2.188957	9.728583	1.323379	2.282718	2.012306	1.737242	1.220322	8.323037	4.687479	4.079272	6.834070	0.828761	1.180965	4.488227	5.895643	7.060622	5.449718	5.057469	3.304098	9.774835	0.059857	5.912514	9.928857	8.088821	4.963954	2.336848	
5.952106	8.362634	6.865016	3.071155	6.206793	2.626566	8.904476	4.676456	7.009869	5.001895	8.226387	9.174252	9.391424	5.591022	5.682554	4.573713	7.134517	9.679706	2.405128	3.521597	1.709276	5.404404	3.951999	0.893098	4.653206	7.749559	3.168897	6.204160	

141.602597
