5.292117	2.829072	9.002518	3.023135	2.665051	3.446119	4.741660	8.740954	3.069190	8.470421	2.124611	0.476259	4.590676	1.789594	5.769199	5.321459	1.173235	6.251345	4.481720	8.229024	4.073724	4.721751	2.322129	9.910853	0.940426	6.302019	7.182428	9.696421	8.855712	8.214884	
3.079223	1.074713	8.853819	1.269111	2.763754	7.096518	2.967242	6.699747	9.148170	6.066758	9.013092	8.090564	6.118768	7.331381	7.620108	2.574126	2.285628	7.728721	1.230877	1.708975	4.132270	3.439260	8.127990	5.341424	0.630347	7.501756	6.228596	5.643352	4.277086	1.419673	
3.513371	4.320768	5.903032	5.874935	9.788135	9.901583	4.536118	3.044123	1.816552	6.491456	1.994080	7.687843	8.435421	2.593383	2.248617	5.479177	9.522508	9.356516	7.172372	4.451440	5.152002	7.164791	1.162077	7.620989	5.375050	3.305360	1.056140	3.882834	7.282930	7.628319	
5.519317	5.899833	4.107209	8.505980	2.222398	4.091020	8.699013	5.493530	3.341000	8.551657	4.587841	2.314849	0.084293	3.356130	4.947681	2.080605	9.215904	9.454516	4.467040	6.897608	4.562277	2.094629	2.611296	7.119432	9.420309	0.417954	3.692995	0.745177	1.035253	2.513153	
3.654519	8.153399	6.952897	8.365988	6.839816	0.918149	9.160022	3.028830	1.646070	5.503136	5.566958	3.783976	5.079655	1.510004	4.620000	2.195660	6.872107	0.365209	0.791805	0.584560	9.888774	5.993479	8.341663	6.468739	6.795463	2.077630	7.578038	7.629441	2.978562	2.710770	
8.779545	9.324652	3.823230	4.117173	4.799207	2.226207	0.198072	7.310739	8.241080	1.352783	2.570639	3.854321	6.003015	6.031588	3.347627	3.591611	9.265090	8.784496	0.755145	3.826771	0.452492	5.675123	2.471339	2.915859	7.456605	3.169278	2.791958	9.264260	2.683394	1.653505	
4.051124	6.708270	6.172090	3.467709	6.250172	9.841680	5.041973	5.660270	3.553608	1.998144	2.473725	4.269691	4.363152	4.098187	8.375001	2.998450	7.600524	5.371783	3.848529	5.703280	6.607143	2.525037	4.090198	3.001614	5.605333	6.322828	2.723530	5.754910	8.655665	5.067302	
5.429413	0.663209	9.060540	6.685868	8.930258	8.704293	0.400972	2.581214	9.667016	4.408863	7.087580	5.116504	5.802569	5.959298	5.344391	0.667666	8.266200	5.538614	9.241002	6.369137	7.897393	3.318157	4.043457	7.687502	1.963719	5.464307	1.811201	3.958124	5.957414	1.849031	
7.573663	6.588616	6.834857	2.701607	4.544409	2.355775	3.790897	6.116038	2.476262	8.795999	6.963932	6.329007	9.914036	9.755617	6.389995	3.541129	5.356744	4.605272	4.130131	9.690005	8.886693	9.719874	1.263322	1.576059	0.781088	0.294132	9.334326	6.096278	8.700210	0.567963	
3.626933	4.317605	9.907801	5.510362	1.584797	1.936377	4.474812	1.216280	8.336121	7.096438	7.851470	6.961799	3.406824	8.152151	5.457159	4.118884	6.475710	4.686352	4.260399	6.256738	5.667251	3.999056	3.133639	6.546517	0.179472	9.983232	8.944084	9.283452	8.830643	3.024896	
4.858656	5.355842	7.513924	4.370531	9.938821	9.956496	7.463546	3.024657	5.326024	2.117977	0.987035	2.127935	5.609603	8.479097	0.911364	5.312552	6.378061	4.017341	5.669392	7.420134	4.879405	4.494179	3.965814	8.913502	2.436403	9.795158	5.779481	4.385174	9.719545	3.750131	
8.621176	6.613318	5.590600	1.330370	9.955725	2.187283	9.575925	6.023179	9.481719	6.924682	2.777094	1.888237	8.444445	6.051119	0.099848	5.655473	5.329664	7.469125	6.154442	0.390846	9.899681	9.490348	5.083443	6.590646	4.304909	3.310950	9.775006	4.121947	0.134111	4.077665	
0.737037	4.331773	5.350593	2.106142	3.488439	3.231643	1.161759	9.551223	8.219399	2.490851	0.633807	6.113677	2.933957	3.034963	8.572302	0.264306	1.799468	2.858032	4.719058	3.759105	7.317758	8.037253	2.878638	7.144224	1.639815	0.840442	9.310274	0.237276	8.170779	4.133754	
0.679860	6.010354	6.136672	7.503884	7.292655	2.811626	2.462912	4.442719	9.762508	6.516464	2.281870	0.526451	5.644755	4.815048	0.511451	4.267912	0.248605	1.476648	2.132289	6.054018	5.009538	0.301294	7.268274	1.077861	1.345944	5.588332	4.360086	7.768744	1.476409	3.985701	
7.862866	4.123922	8.679901	3.747815	2.648871	7.374690	9.527315	0.360191	7.454566	8.491243	2.561787	2.063765	3.646271	2.853572	6.137447	9.870396	5.359916	2.833137	0.901589	4.320932	2.072539	6.825386	3.910355	2.049366	1.965678	1.687047	2.814784	1.566850	5.510949	5.589221	
7.493852	0.350791	5.129107	3.141544	5.720459	7.733181	1.068553	4.139016	0.447830	9.971953	8.810797	5.035708	7.616957	8.035048	2.619737	1.732476	9.599851	0.737465	8.203691	5.997457	9.547559	8.500872	3.966271	2.443342	8.018109	0.711447	8.150048	1.653723	5.895529	2.881698	
