8.037598	6.791919	9.258416	1.497658	4.516690	5.118636	9.512347	0.458848	5.506488	6.487628	0.735746	6.675355	8.114682	5.022055	0.755955	0.227816	8.671802	2.645604	2.451882	9.481388	0.860751	9.547668	6.338250	1.417513	3.107215	3.964336	1.086976	
8.433800	0.461406	7.270081	5.677980	3.702531	1.953610	8.117386	6.204454	5.149150	3.875413	4.613034	4.319949	1.460645	8.740959	3.897323	7.926086	1.766170	2.125993	7.636828	1.769966	7.691833	7.196530	2.870457	5.985379	3.524095	6.130315	6.327308	
4.672873	3.606050	8.728275	6.708813	3.808256	4.583956	3.715237	8.590451	1.547637	6.677782	1.952484	5.575809	4.242268	5.715679	0.465864	4.109708	3.854993	6.756355	4.321978	8.086812	1.083698	7.863604	4.732846	2.690947	0.031812	0.796555	0.597386	
3.038221	0.948020	3.141653	9.739968	1.458519	4.988219	9.262100	0.392402	1.734734	6.058839	6.737822	8.156718	3.064162	2.966088	8.919264	2.546298	3.120761	9.583560	1.104592	8.878973	9.270873	7.442340	0.943487	0.981258	9.335374	2.990098	9.891477	
3.172131	9.661793	2.891497	6.979758	4.774377	4.350895	2.118825	0.727150	4.217623	3.425398	7.671093	3.156420	8.294291	1.622554	2.981464	0.142884	9.069279	0.669917	1.988044	9.396409	5.727136	6.126249	1.568001	1.804033	9.546908	4.338296	2.338822	
9.945284	5.317140	1.043274	8.714122	9.651065	7.356987	8.161030	8.732596	7.678463	7.153077	8.074538	1.464131	7.708600	7.711215	4.541089	5.559644	8.314635	8.071544	6.372226	0.157011	0.091168	1.426058	8.526454	4.694765	9.501446	1.564961	0.513972	
3.308260	5.639118	4.389638	9.302219	9.902729	9.758624	2.556464	3.800374	3.071500	0.940483	4.302015	5.290262	4.006992	0.616078	5.894766	0.098928	9.058122	5.934515	8.030479	5.322253	3.495090	2.094583	9.454758	1.654410	8.394000	9.936304	5.585520	
7.709797	3.857014	9.903409	0.611282	2.534399	9.132557	9.385112	5.046926	9.497045	0.986448	2.628815	2.506419	3.323038	8.836917	2.367617	8.290435	7.437734	7.445483	8.622453	0.500726	9.789100	7.307603	3.198476	6.733213	1.609477	0.718054	8.551990	
8.929143	6.204795	6.788999	6.986338	7.661778	5.517160	8.640117	7.351351	6.174495	3.547249	4.162257	6.630505	5.942844	9.543717	2.819674	4.026350	0.841263	1.116076	2.618644	9.690210	3.713494	3.524795	2.395037	3.109776	7.958015	7.213066	1.834022	
2.558880	1.709833	1.119349	0.761141	0.713380	4.404380	9.309119	6.059516	6.312836	7.581995	0.057420	4.413461	4.909140	6.641410	9.742369	2.649305	6.572999	4.503804	3.120174	8.407530	4.798062	8.136102	1.062246	1.421480	7.155658	7.563160	4.886436	
5.537978	8.030514	3.547299	9.692273	4.031789	4.786295	0.479343	5.214748	7.405024	9.859595	1.343978	6.905557	9.920500	2.401123	5.239710	1.495804	8.655389	7.646589	5.420210	5.646472	3.989834	7.434274	5.204932	6.663935	6.184933	3.923391	9.932644	
3.580137	3.270146	1.921133	7.958667	5.899335	7.215102	8.968172	9.098633	2.908219	7.482934	3.346658	0.674099	1.599923	3.401376	5.050312	1.878509	8.050540	9.202490	0.288846	1.042963	4.264408	7.405755	8.930427	2.737846	5.318814	5.009496	0.567359	
7.685865	6.757802	3.954593	8.999857	6.987855	6.822539	0.684647	7.145243	7.543634	9.666233	7.598822	6.774206	3.380775	5.270213	1.300626	4.687610	1.868645	0.435768	9.775747	5.829309	8.866250	6.991129	6.786076	0.243681	2.789219	2.135256	8.812475	
6.488092	2.622147	9.060493	0.709052	9.348255	7.431041	8.132416	3.527047	0.852605	7.591325	2.716993	5.473623	8.103751	1.590776	6.518231	2.755768	6.933792	5.875223	3.793506	4.153317	5.827380	9.582809	4.017205	3.611534	7.843502	9.008009	1.933354	
1.808884	3.170616	0.972370	9.293761	4.378487	0.035530	7.583761	9.474606	7.340021	3.994019	5.307705	1.544874	1.887000	3.901580	6.224765	5.223309	3.572369	7.088642	9.574848	7.482245	3.176542	7.374580	0.536029	8.588268	8.828274	4.044473	5.729585	
4.089221	8.802153	4.941847	7.872628	2.647629	0.729997	5.009529	0.421755	6.889588	7.557307	6.034014	6.650735	8.066713	2.994580	5.270153	4.631829	6.072401	3.074655	2.985279	9.167312	9.082494	3.789594	1.137742	3.890641	5.042387	2.994102	6.606119	
1.639974	5.131812	9.544062	2.869322	7.259698	7.520346	0.399436	4.290336	0.229623	5.710822	9.162139	7.942204	1.823351	7.917032	3.875432	5.886831	9.679924	0.492593	3.319860	7.046324	5.173566	8.744637	9.513228	8.706552	6.832981	6.933451	3.992622	
1.128891	0.990359	3.109257	5.713781	6.525852	8.224104	4.581532	5.091348	9.965866	1.274774	6.458916	7.473856	1.759045	8.014221	4.113262	4.962929	2.704962	5.115498	4.864732	6.702271	0.757626	2.776028	6.389533	4.427272	2.508393	9.259312	4.783165	
1.687906	2.607429	9.441420	9.646529	6.033379	0.570429	6.579079	3.478686	8.591655	0.524405	6.723772	0.373907	8.174034	7.427043	4.784041	6.761052	5.781062	7.474310	6.190282	2.859317	5.685444	6.538818	8.569969	4.304870	4.427373	8.904385	2.434837	
9.218606	7.977035	8.619508	7.810072	4.386775	9.276271	4.039153	5.572061	8.732484	7.016308	5.749400	0.633023	6.364798	3.218485	0.108864	5.374027	2.579265	3.823724	0.319569	6.494489	4.947525	7.075146	6.713204	0.992714	8.598617	5.619479	3.794466	
0.524695	9.374883	3.782256	0.420140	2.109654	4.874509	7.910129	0.555678	9.066230	4.669460	0.898268	3.361569	7.662288	8.538707	7.313845	9.987898	5.902082	2.123889	7.539884	1.709820	4.490700	6.988874	6.101600	4.368097	6.047254	9.831512	6.730984	
6.809497	1.283542	3.916590	5.250848	8.982297	4.262042	2.387507	0.471854	9.658595	3.293007	5.243507	7.998214	0.889214	5.858773	7.680461	7.198640	3.897162	3.679693	3.429963	8.166845	2.607810	1.819729	2.592501	7.519345	1.445402	3.786298	3.187045	
0.813733	6.199146	7.916024	9.011420	2.336781	7.053800	3.154350	6.264406	2.857060	2.191447	6.086643	3.859956	5.956236	9.621301	7.382288	5.893228	8.660157	5.671712	9.829581	5.808742	0.393850	1.392344	9.197786	0.932088	3.875842	5.978877	8.263818	
7.606795	1.077316	3.448836	8.151368	2.080710	8.735993	3.677465	5.237643	9.589914	4.577541	4.027637	0.286598	2.800309	2.436386	6.064609	0.724840	4.109160	4.087460	4.704186	5.408834	0.913990	8.870702	0.568342	3.083882	3.545518	6.150935	2.251019	
7.259720	3.941729	5.386394	5.357775	7.411978	6.555959	5.748576	6.093072	0.685460	7.995093	1.245758	1.965578	6.779558	0.235705	2.672981	5.403072	9.221377	5.954024	3.927342	4.104087	2.719486	5.795556	9.001816	2.657518	1.383109	9.784130	4.788094	
