7.922115	8.195880	5.039066	1.776567	1.935372	9.666313	5.577026	5.142841	3.307270	3.537879	7.415573	7.615441	6.453256	7.235721	1.511210	1.156893	0.017204	9.132026	9.567630	2.033437	1.915782	3.967125	5.217404	5.026051	0.377977	6.428993	4.968998	1.001211	0.644205	1.626374	3.571084	7.695998	6.303359	4.186053	1.856124	3.126759	8.293297	1.848517	2.652871	7.120397	3.625848	1.440409	9.430145	
0.874257	0.161710	8.494142	5.084428	0.202666	0.439849	9.466004	7.332346	1.311230	6.025979	6.993494	3.933632	2.164682	2.448225	0.997259	8.116937	2.742348	2.377877	4.786628	0.850856	6.219101	0.795844	7.434867	6.586175	4.753697	3.160499	9.144343	2.080612	5.030740	4.524429	7.257483	1.112429	5.826363	8.912967	3.778592	0.217440	8.955980	1.650460	2.807054	8.544253	8.330168	6.714025	8.595109	
5.389160	7.917060	4.337052	4.409803	8.535562	5.419981	6.905044	0.998277	2.456477	9.673386	2.511101	7.508175	6.002854	3.434336	2.378211	8.866751	1.308655	6.683501	5.927027	2.858621	3.419395	1.598337	2.708071	7.812589	7.329340	6.693879	6.359409	4.047597	0.479902	3.743175	9.285925	4.637003	7.496160	7.458496	8.848304	8.792017	6.620978	1.411458	9.217084	2.961457	0.081872	1.798938	1.689035	
2.808530	0.091945	8.831356	6.309606	6.765920	8.788748	9.894310	3.255194	4.490482	4.386081	9.994748	4.024082	0.603159	2.713571	6.380171	9.138035	3.461349	1.198363	8.234283	5.523815	9.147440	9.137644	1.179736	3.067885	1.933383	4.209335	4.102311	0.993572	5.346256	8.935771	3.423880	3.391098	5.748448	6.586866	8.279648	5.487765	2.451195	9.817971	4.369532	9.140769	3.074518	8.955225	1.666313	
8.898603	1.810608	3.672671	2.941644	0.052866	8.247144	3.096057	2.297222	1.415248	3.143737	1.068322	4.384338	5.817775	4.462143	9.978603	1.316001	4.101465	9.475553	6.856193	4.194205	0.446101	7.494047	3.803340	0.965140	6.627960	5.701624	9.549554	7.718318	8.202515	4.839587	1.125600	3.890933	0.768474	6.965608	8.839918	2.979968	0.372022	6.475386	9.750489	7.627930	3.171350	4.747060	5.127261	
1.658538	4.072651	9.461341	2.201448	1.852211	1.911824	1.399285	0.824902	9.143164	1.724352	3.089008	6.481730	3.602217	9.692823	4.432318	8.001523	7.503293	6.683418	5.040675	9.634288	6.511676	5.537921	1.877161	0.946685	0.453101	2.971385	2.301769	7.794026	1.385839	7.738603	5.981270	2.784100	5.684836	5.468236	5.532470	9.142694	6.810398	7.242579	1.948029	8.905173	4.071051	1.889274	6.591394	
7.231917	4.185222	9.855613	1.378553	0.060042	4.394787	3.406645	4.815714	9.233235	5.688052	2.421068	8.947012	4.878199	6.343886	6.287007	8.707139	3.211776	4.622413	6.657285	8.207610	7.430668	8.304079	1.103447	5.972959	2.838434	0.973006	0.534226	7.869960	5.385692	3.048973	4.350034	0.953368	7.625682	5.153777	3.063498	4.864128	2.851213	1.652771	7.364369	9.868210	0.833605	6.072055	8.763413	
7.562627	4.386384	8.528910	2.381680	7.444548	3.039229	6.465343	6.679009	8.022649	9.537562	3.660088	8.512081	3.212576	2.920443	6.643427	3.373416	8.785242	4.722471	0.229408	2.810370	8.433691	6.426816	1.681224	1.200296	7.481204	3.028488	2.919244	8.657882	5.324924	0.460439	5.125777	1.926924	4.648607	4.543887	9.378055	3.949508	2.847941	9.479305	3.969182	0.036063	8.220185	2.033826	4.682238	
8.000446	4.804028	2.631985	5.338330	8.499134	2.719189	1.726555	3.414087	6.192166	3.576775	1.551073	8.796241	6.960864	5.143786	5.331471	3.572046	1.486096	7.345358	3.241900	4.314007	6.918734	7.076690	1.492501	5.288607	2.601582	9.095543	0.623796	5.132200	6.686176	4.497578	1.489765	2.716847	0.177295	1.136262	5.701158	1.107651	7.288790	4.881200	2.071475	6.481652	1.717487	1.533246	4.860464	
5.062752	9.479054	5.227012	0.967050	6.370552	0.405913	5.110845	7.418487	9.262279	5.162152	3.573599	6.962144	4.274731	0.678616	0.769744	6.637636	1.865485	4.897065	4.182843	2.303145	4.324341	2.248784	8.926202	4.740623	6.400995	2.795271	8.829033	7.261859	4.601947	0.120449	7.496587	8.004375	9.058688	0.355397	8.028737	5.868568	4.352872	0.756683	5.942789	4.081260	6.768772	2.373928	6.680146	
8.784204	1.812399	9.471479	2.656261	4.080742	8.216369	6.107834	7.023233	8.781286	0.974958	3.073579	1.619208	4.318753	0.919126	9.234672	5.387323	8.881846	7.667364	4.495835	4.674139	3.087578	1.592715	5.807791	7.188750	8.313232	8.824131	3.156719	2.467181	9.744250	6.268338	6.021658	5.184958	4.017995	1.892642	6.468117	4.186819	9.824447	7.563832	5.168066	4.626109	1.236463	9.240626	1.877347	
3.424925	2.475029	2.087792	9.336603	4.663766	8.416503	2.845198	9.088669	8.826469	7.973703	0.679944	4.377575	1.496049	2.843226	3.388043	7.536123	3.979336	9.462795	1.425221	5.643773	5.960194	1.015025	8.682094	2.177655	9.731836	1.448682	5.655274	0.152302	6.132600	3.813765	2.516670	9.802702	1.778082	6.047497	4.212982	0.051825	2.037155	5.080960	4.048476	5.820135	4.150778	8.794080	7.505924	
3.331702	6.020253	9.093760	0.400052	3.160950	1.901113	6.618489	5.573224	3.947205	0.092386	1.212927	6.717495	4.945096	1.217458	8.181623	4.702932	3.611761	4.776666	9.704979	8.154547	2.871604	4.072009	6.716401	9.355401	4.551058	4.199412	8.319448	3.943240	5.458343	8.986907	5.033625	9.206696	2.125377	7.147106	1.881621	1.638052	7.863368	3.032012	9.749437	8.325186	9.094481	2.210499	3.432044	
3.997005	7.164955	0.720507	2.409163	5.946571	1.687359	8.401983	1.797448	8.973500	1.711688	7.344782	3.905358	6.010549	2.827390	2.324263	2.247587	2.207707	9.556935	8.638441	1.411964	9.979647	5.271535	3.914653	6.827587	1.786200	0.931454	1.735333	6.318448	0.346900	9.153422	6.034109	4.412883	0.445203	8.616823	8.203802	3.305194	1.246807	3.021809	8.028689	0.992078	7.889576	6.938087	0.314611	
4.155445	1.620202	5.191438	2.117122	3.368561	5.680940	3.070906	9.534114	3.331859	6.602482	6.869101	8.735553	8.134171	6.623350	2.950174	9.529803	5.647514	0.592749	7.992110	4.821211	5.603782	4.337561	1.363421	5.660310	0.383900	0.555647	2.746490	0.724491	8.337761	7.140715	0.285232	2.806938	2.251876	8.468316	6.754121	5.382813	3.680556	7.854518	7.536157	9.903347	5.924075	0.006742	2.054680	
4.538896	0.002380	2.503348	1.070583	0.971198	7.496132	8.947079	7.702239	5.190482	6.617924	6.679136	2.713438	0.238882	9.770462	0.006133	6.200074	0.164654	3.715326	2.831942	3.445251	8.620269	6.318826	8.102811	6.158430	8.529092	3.926889	6.309274	3.886914	1.430483	5.397522	3.743420	1.877442	0.058869	4.631708	2.215418	4.317560	1.378397	6.052910	5.479177	3.826458	7.361330	6.786759	0.803331	
