1.786019	9.279741	6.727100	9.323365	4.462640	7.512188	1.572341	9.035580	2.667258	9.977490	4.921227	7.162672	1.989621	4.347451	1.183021	5.654966	5.952635	8.076071	8.474242	4.638117	7.938397	0.281480	8.921672	7.466478	7.925158	4.595795	1.286838	4.171553	1.530742	7.983685	4.314831	0.450210	2.075289	3.366989	0.287130	3.228026	1.461665	7.640022	3.055403	0.406624	2.033173	1.059260	3.810653	9.200164	5.394342	5.300287	3.856977	4.889760	
4.573988	4.841703	4.838832	5.940902	3.634465	6.552273	5.566358	5.945236	3.925388	9.608437	2.288816	4.249730	6.393696	3.432080	0.762986	6.216110	0.289031	3.950052	6.437497	8.053909	9.025702	7.609508	3.612854	2.085933	3.768876	0.754544	9.075094	4.557764	9.997977	1.248606	9.305170	6.296201	3.410757	3.983592	5.731279	0.569804	0.792033	5.095098	0.851164	7.791066	0.447571	5.718957	3.714490	9.011293	0.556875	7.552180	0.592455	7.028939	
5.410802	4.540798	8.241225	2.067591	0.179009	5.269460	0.270532	1.604217	8.293991	9.349738	2.459477	3.528150	9.122328	0.488356	2.464069	1.809864	3.172816	8.184499	7.331201	0.154800	3.073285	3.462645	8.142686	6.103120	6.240187	4.449206	6.697509	5.714884	2.761260	0.950791	4.864546	3.928365	5.983939	9.519833	0.971794	1.997998	6.767264	3.574305	8.307622	4.889909	3.578198	4.864327	7.253921	2.208624	3.615705	1.641925	5.820358	8.540023	
1.039021	1.592811	4.449691	7.020260	4.029079	1.731778	7.210937	5.545151	8.909700	4.364696	4.396048	4.606866	2.207842	4.688936	6.398861	0.527407	5.946420	5.929410	2.530907	1.968091	5.046705	7.753624	6.409267	8.766406	0.413658	3.143779	8.551414	9.911385	5.923657	1.576670	3.526819	4.476546	3.828518	9.758799	1.038728	0.881554	1.081484	3.521985	3.799919	2.158649	9.967236	9.566655	7.608067	8.625699	5.847160	5.149040	2.390072	0.929338	
5.734498	5.800975	5.534766	6.379026	3.517214	1.870312	1.414037	3.336361	2.156669	0.563710	1.758369	3.159720	2.838591	9.895384	4.575734	9.086183	9.344509	2.999032	2.039826	1.142450	7.142286	3.160891	9.698044	5.975764	3.626233	6.130536	6.533305	0.178690	3.784005	8.840137	7.055337	1.878116	8.163724	0.375088	3.939134	8.761893	1.355174	9.086065	8.249306	6.062904	0.696450	6.656591	1.460504	5.048048	5.780726	5.277110	3.518771	4.129231	
4.487720	6.326953	4.224912	4.943640	2.657880	6.506726	9.696125	7.703278	9.629176	2.274222	8.972623	6.584933	9.472784	0.925618	8.886443	9.434889	5.511261	8.556657	2.167866	9.504259	5.161449	4.505032	6.204333	5.595186	1.126161	2.744714	8.996859	3.365900	7.725557	1.886413	0.984853	7.433986	5.302784	1.143167	6.701076	3.426433	7.399009	5.311202	1.618676	2.383748	8.677597	6.093186	9.949589	9.072795	5.379565	8.349650	3.348145	9.747048	
7.177871	1.273160	2.910788	6.463299	8.883922	9.135391	2.939042	8.606779	2.009944	1.006419	9.122502	0.631983	0.786712	0.220228	5.028292	6.580447	4.387718	6.674622	9.637295	3.499080	5.077873	4.515602	8.847690	8.135191	0.944421	6.906864	7.790235	5.260843	2.527272	4.509979	2.363541	3.765359	5.257975	3.299526	0.748775	9.181636	1.056054	0.896394	2.078967	9.761828	3.962531	0.998213	0.117055	3.545014	2.028196	1.827596	7.848890	5.815688	
7.681872	6.116936	2.363707	0.793471	5.134602	7.259362	6.336283	6.554446	1.385594	0.067047	6.476634	1.425332	1.715564	2.274660	8.015948	8.418831	1.958281	8.151607	7.898247	2.949140	2.444397	5.992897	3.593624	5.042929	6.233752	0.546482	9.804654	3.564720	8.721468	7.872162	5.963209	6.711772	9.673003	6.923715	9.367579	7.333095	3.248822	1.171710	3.858269	9.068093	1.675103	1.074456	6.126343	7.049516	6.789476	8.400641	1.845121	2.680055	
1.565611	4.719523	3.118697	3.453050	7.101054	9.798015	1.840755	2.438427	0.370664	2.125400	5.085068	9.631414	3.782595	6.056840	3.389661	4.238550	3.715119	4.723575	3.930606	7.500790	3.295063	1.312488	9.951385	1.900366	2.280885	7.438003	6.780292	7.964787	7.693818	6.442189	1.651606	3.911810	2.472529	1.794230	0.185656	3.587518	7.911675	9.495008	2.866492	9.221732	6.339286	9.928231	6.816210	5.667837	2.828466	3.427105	6.124424	8.343482	
6.966616	7.233238	9.305028	0.968958	4.206930	5.919257	0.069031	8.368968	8.610599	3.535456	8.149946	1.124781	7.743328	7.407551	0.878162	5.072779	4.792990	6.941488	6.635440	6.501745	8.743295	1.698478	0.133941	6.803506	8.257965	3.150354	3.239960	7.241270	3.702996	1.810571	1.002081	2.195320	4.291752	5.751185	4.258181	8.649676	7.080680	9.946641	7.199668	4.162784	8.138550	4.551487	0.098696	0.073894	5.623192	8.740226	4.702679	1.134390	
