0.056623	8.969479	1.975277	9.008687	1.385437	1.250518	7.710324	0.459605	7.929499	7.232038	8.105894	7.186725	8.198127	8.037964	9.779208	6.029939	7.534066	0.010830	1.056541	4.644239	9.263297	3.264307	3.110975	
8.043201	9.749277	8.602777	9.070866	7.257828	6.046789	0.666770	9.979237	0.156787	7.108698	5.569879	7.745426	7.868990	5.629874	5.972631	7.270423	0.104501	4.117308	9.791438	6.184991	5.101875	1.500409	6.913488	
9.480844	1.698895	6.923637	9.169508	1.334997	1.627745	6.207866	0.674845	5.926947	9.104000	1.490098	6.823481	8.958901	7.674802	2.120007	2.370941	9.508835	9.543207	5.180690	2.268310	7.294021	3.664682	1.254094	
7.281547	1.147139	6.376158	9.564863	5.798098	4.171298	8.031608	2.850028	0.359457	8.577342	7.614982	4.610055	4.870278	9.107740	9.475670	4.966957	0.623481	7.977189	9.171101	2.691298	3.665578	0.716683	9.575967	
9.674663	3.596500	6.499653	6.802367	6.439658	0.004438	9.482662	1.145149	5.225639	8.821833	9.100189	5.883088	5.343763	4.925846	5.044199	5.522127	9.721262	3.186533	8.062839	5.382162	8.062130	8.178145	8.784445	
8.904453	2.063549	2.206438	0.620407	4.053942	0.909218	7.077476	2.781259	5.223186	0.563580	5.715281	0.967637	9.076888	4.513932	4.254537	7.088326	0.370322	6.352752	0.245892	5.282325	0.374482	3.407754	9.564560	
1.029330	1.496728	1.592552	1.370451	9.643870	5.984071	3.759621	8.890590	7.437176	0.424697	1.655905	5.102022	5.531154	1.227144	2.765379	6.883540	5.389409	7.236174	8.324067	0.135162	3.752331	1.238941	9.511707	
4.234590	6.129371	7.024093	1.217554	9.203922	8.041788	1.137017	3.851196	3.824658	0.728845	3.940892	3.961546	1.699228	8.500512	6.696113	1.280262	3.397181	3.185909	4.863007	0.746582	0.799537	3.169045	7.459785	
7.411498	2.708680	7.662067	6.093012	3.660590	9.906656	2.398258	8.229524	5.724808	4.677666	7.063308	8.600659	0.715292	0.312821	2.518783	9.484389	1.089766	4.782534	1.163161	5.560356	9.070251	7.130928	0.858947	
5.187988	1.188797	5.746133	6.384303	2.484726	9.135832	6.361137	1.016858	7.162930	6.663844	7.712732	4.860313	0.194632	1.134063	6.245528	4.657094	0.324740	1.951255	1.570804	6.479547	2.274631	2.753157	5.415101	
3.523606	6.747822	3.573116	6.597163	2.700888	4.182491	5.527650	3.693007	8.757003	1.017942	1.175884	4.595485	0.737123	8.199418	7.200497	5.166079	1.976370	3.755127	7.977393	6.549825	4.862049	2.866651	8.582876	
4.924567	3.580157	3.663709	4.925508	5.194002	3.318659	0.240567	9.233820	3.062851	8.917323	5.745805	9.842128	3.131512	8.851585	9.550528	5.536510	8.923439	3.196210	6.319004	4.602483	2.726058	0.192326	7.511467	
8.850867	6.799697	6.100162	1.861470	5.661780	6.045334	1.621560	0.666791	0.773189	7.346117	7.000448	0.181673	0.487543	2.485091	6.022855	7.326895	6.966896	2.250757	5.727101	9.501878	4.695321	9.706481	1.661767	
6.490019	3.515237	6.376803	5.984884	4.364488	0.230743	4.303287	1.314859	0.121715	0.449389	0.438655	0.116999	8.440778	8.816212	8.039456	5.325109	1.866644	2.700793	9.720920	8.702847	4.859258	9.226340	6.945646	
7.468318	7.407710	6.436707	1.685409	4.962126	0.795521	4.310549	6.334832	3.450578	0.996555	9.768061	2.437486	1.912625	2.439999	9.541899	4.943996	6.527567	9.904553	4.587979	4.023488	7.375805	9.468872	2.291434	
9.007711	1.202265	1.891425	4.203554	5.791226	0.283511	2.430611	7.112729	5.914928	6.665359	2.711432	0.857716	8.283987	7.063173	5.400052	7.716724	2.262646	8.670339	8.497913	1.327432	5.786054	9.422066	0.932943	
1.187002	4.653335	2.728395	6.912507	6.636204	7.242161	7.980202	5.263488	4.008729	0.316629	4.520293	0.874853	7.817796	6.467550	3.029865	2.583884	1.621039	1.133853	7.095642	1.942559	2.856005	8.544441	3.977421	
1.045261	6.664118	2.296328	5.709005	3.208136	6.364863	3.376521	8.326673	5.350168	8.396817	9.533391	9.320016	0.694742	7.598849	9.317778	3.197259	9.402155	1.349585	2.204137	9.718636	0.123205	7.249196	9.763042	
0.387989	6.995400	4.153733	7.226442	1.453591	3.527731	7.567870	2.818202	0.844249	4.576240	8.949929	3.676997	9.011978	9.365828	6.190573	0.229760	1.423704	4.362811	8.681333	9.125615	4.108593	4.703655	2.892203	
9.927945	8.121786	4.261113	4.271822	3.115125	0.491611	7.878268	7.540028	8.344369	2.226266	3.410623	6.471991	1.403346	1.877649	3.199375	1.427179	7.070339	3.646989	9.481238	4.405142	9.638029	5.176898	0.386737	
5.602119	8.800431	1.981976	3.720777	5.963141	8.835199	7.794015	8.872273	6.475841	6.359396	1.416089	2.507110	6.837641	2.675383	8.968083	5.252501	3.981534	8.272707	0.710279	2.795371	1.711554	1.854610	8.625329	
4.375424	2.827909	9.892806	8.207907	8.941897	1.692360	9.289836	1.896695	3.477789	7.460184	9.913244	0.876086	5.989290	5.558385	4.467285	6.050523	8.075243	2.902246	1.596138	8.618604	6.632095	2.385424	6.512828	
0.796151	8.921698	4.166059	0.585876	0.626033	1.187770	4.818450	2.520623	1.025416	7.882486	0.155413	3.031023	6.204080	3.616735	8.473401	2.594368	0.570438	9.867426	4.394675	2.975410	0.022585	8.982461	3.885641	

114.624321
