7.272353	3.729737	9.840091	8.163069	5.192370	1.260581	3.115859	8.012969	1.756276	4.865599	8.630539	4.595914	9.399091	3.230709	4.158160	7.988649	8.824148	7.479270	2.356648	8.737803	5.398937	1.123433	9.044324	9.317982	3.938374	9.124995	5.830730	5.633340	2.917913	1.563302	1.419421	6.467220	6.594514	7.503321	7.375232	2.631936	7.215555	9.865593	5.799304	9.369325	0.409474	2.236581	9.633856	1.029172	2.821442	
4.617750	8.750035	2.501557	9.027058	1.015928	0.996260	6.512958	3.362113	3.819328	9.769048	9.794716	8.288220	4.623400	1.663223	8.967151	8.239948	3.882543	1.153034	0.345722	1.813940	7.307453	1.036163	9.542770	1.225737	3.244684	9.499596	1.754399	2.268222	4.519361	8.951913	6.878821	2.801489	3.803554	6.632174	4.652425	6.065349	4.827179	8.683934	2.071756	6.563624	0.087569	2.794835	3.699489	2.143303	9.168121	
0.863415	6.843596	2.315877	3.577655	0.744002	5.263869	8.059111	2.525719	3.825587	5.866054	5.899249	8.802780	0.305622	4.667093	8.019796	6.407474	7.567456	9.024672	8.442142	6.457745	2.249191	8.400120	9.853470	1.657580	0.754371	6.385209	3.234266	7.964962	2.410331	9.669313	6.939769	0.963776	0.660281	5.332577	8.147995	7.654801	0.296538	3.720534	9.410748	2.459290	1.328980	9.648053	4.947730	8.070190	5.037783	
7.335484	8.428038	1.594030	5.584053	8.065018	6.683223	1.047650	7.506562	0.368036	2.882758	3.831846	6.897076	4.135137	6.735301	6.436881	0.389731	8.364708	8.442972	7.578066	5.521310	2.618164	7.102227	1.596156	8.494831	0.614638	2.541037	1.717096	9.692563	7.097983	0.733503	1.226632	9.152577	5.829134	5.827001	4.903057	0.403044	4.657412	2.555641	0.003606	3.600804	8.247215	3.052339	5.684911	9.269659	2.549798	
7.422020	9.501554	1.848634	6.433190	2.975852	1.240642	9.028528	1.110800	8.609878	5.021751	0.108259	2.758233	3.612923	4.652362	3.840916	1.326902	2.433455	9.019952	7.584672	6.881358	8.853424	4.778330	2.805427	9.776866	7.625937	7.204627	0.509113	9.173744	0.857985	5.019451	2.802723	8.539713	0.058967	0.291419	3.790775	6.167922	2.653066	2.003754	1.728710	4.520657	4.932598	7.371966	7.002752	0.607225	7.275854	
5.918170	0.032357	6.153072	7.678587	9.567027	4.297831	7.381389	6.613432	3.605933	4.329828	5.302999	6.127133	8.593238	2.371707	1.488084	0.288877	0.154274	7.802173	1.611414	9.773142	5.488324	6.719162	2.652213	3.877567	7.795703	7.353126	8.948403	8.911893	1.719593	3.434811	7.533017	9.748464	3.395079	3.183768	7.676543	5.437395	0.419923	1.662750	2.983366	1.306434	5.342129	5.303567	1.277586	5.696510	8.524317	
9.976083	6.700024	5.932529	0.465849	2.034625	3.123205	8.332818	0.242439	9.688133	6.401649	4.024332	9.618494	0.966683	7.757755	2.791017	6.046737	3.157108	2.078789	9.204989	5.551660	5.943007	8.167847	2.444840	1.996426	5.390446	5.236698	7.769049	2.033013	7.085292	4.615548	0.643230	4.254462	0.560111	5.038619	6.492004	0.488663	3.954811	7.340248	8.081101	7.330646	6.920734	5.367411	5.069038	4.773619	2.513501	
6.705235	9.357015	7.368961	8.129040	8.455448	6.998505	9.490206	5.656959	2.201476	2.250984	1.511956	0.472049	6.688714	4.463922	2.595721	0.053565	8.021334	4.134345	6.752655	5.559961	4.215111	7.786375	5.304293	5.207616	6.239184	8.252580	9.867814	7.089362	6.682595	6.817489	9.696555	2.226499	4.176839	0.220104	4.456565	4.290711	5.627821	2.906455	9.288259	5.039855	0.141477	8.690212	8.096431	0.986712	1.822339	
5.187349	0.505037	9.627773	5.794734	5.571731	6.409432	6.078365	6.364435	4.892423	0.666307	9.217923	6.579329	5.527304	9.799300	5.074860	7.574692	7.864796	8.953653	8.359790	7.944949	2.506573	4.976660	5.941997	0.088444	1.931555	3.683669	8.569064	8.667541	6.067950	5.004812	2.697834	0.015086	4.376304	3.647880	6.118703	8.909158	2.527229	4.353729	7.668394	5.192599	2.555026	2.448925	1.577592	8.499904	2.016152	
8.281140	8.284153	9.025064	1.626404	1.303586	7.015485	7.205700	5.206083	3.067480	4.365243	0.203983	1.935979	7.330649	3.881256	4.327832	4.851627	3.500200	3.882330	7.000810	7.323727	3.468030	0.404754	2.414095	5.481920	9.417166	2.411545	0.028473	6.503078	0.343144	6.666166	3.998009	2.088922	5.195121	1.455213	2.803812	6.507591	1.847857	1.146281	6.937363	7.839559	8.486134	1.451016	6.102653	9.096145	3.329499	
