6.014142	0.150007	3.311621	2.324207	5.390954	7.690814	3.669205	6.839839	1.728499	6.350369	7.920641	3.572612	8.823022	3.419352	6.504341	1.441250	5.730899	7.031518	7.705745	3.505825	3.158553	3.115806	8.596105	5.249377	9.823361	1.649121	1.456515	4.732174	4.103373	
2.305445	0.163987	0.960438	7.876873	5.608104	6.899706	8.613411	6.366560	4.473349	4.209804	5.774730	9.591523	2.105912	9.211932	2.443011	9.627165	3.534499	1.492101	3.148818	3.898821	3.380006	6.484959	8.937997	3.982139	4.852483	6.986368	6.375467	0.789097	5.209222	
6.624061	2.892948	9.512389	0.115987	7.789986	6.888372	6.285473	0.704199	8.594430	3.368651	5.200095	3.010569	6.047467	1.297889	6.068649	6.720307	5.047427	6.140211	5.944378	3.339640	2.188383	9.317395	1.052286	8.117987	2.800915	7.550344	5.092630	3.574562	4.632079	
3.640881	6.880062	2.579621	0.940256	9.372101	8.747021	1.529436	0.331597	1.905565	8.510056	8.769436	1.977650	1.414705	0.500241	2.127760	9.030355	2.011084	8.461444	3.917742	1.899248	1.044519	1.305421	5.776692	4.861511	4.280891	1.420146	2.452780	3.082910	3.426934	
4.824215	9.291909	0.940990	9.726780	4.049060	5.051003	3.287668	9.670414	0.051292	7.567200	7.542284	4.694655	6.141799	4.639826	2.854020	3.758922	2.160451	3.029464	0.992995	6.360277	3.736344	0.123496	3.457992	4.013546	8.111681	0.849827	5.390518	2.353599	7.645268	
2.363518	4.413676	1.631320	5.636238	0.659374	4.581044	0.036650	1.196157	1.472591	7.527478	2.761652	4.726612	4.266549	6.586486	2.430593	3.531381	9.685422	6.553525	4.464294	2.273990	9.843221	3.503768	3.436918	7.706615	6.102733	7.755068	3.346113	8.099928	2.037729	
3.433893	0.086226	4.083890	2.174578	8.205473	4.195813	5.201786	5.182050	9.737423	5.259713	7.609886	0.763008	0.253443	5.990341	9.795170	4.626056	4.394680	6.626168	7.063337	0.212363	5.992596	7.091686	7.093346	1.257152	4.975005	7.417763	6.819905	7.080977	6.571533	
8.086302	0.093633	6.045219	6.648250	9.208691	6.839491	1.332468	4.276766	0.971690	8.560917	9.032501	6.836317	4.224227	7.263327	8.208851	9.170200	9.578365	8.952778	0.189608	4.728539	4.340313	5.313335	8.565540	9.723439	2.383243	2.321137	3.754783	9.841615	9.336765	
8.236494	0.625069	7.962206	7.625630	3.770660	7.258076	3.082480	9.890467	9.283288	4.987300	2.893805	0.853643	7.465589	6.984598	3.990354	7.217364	1.698525	0.978480	4.272549	4.430461	8.840081	3.594636	0.625799	6.808350	7.003493	8.621400	9.867112	0.652082	8.879463	
7.108636	7.653855	2.528067	6.798005	6.177435	9.780403	4.374737	4.104691	6.392804	3.587869	0.103890	1.769963	8.511548	5.011996	6.731524	2.437144	2.362875	2.085342	9.790179	9.247630	6.073159	9.885494	7.142390	6.570044	9.209990	9.394100	4.272206	5.407862	5.999298	
4.085974	7.392699	6.078013	8.367933	3.434632	2.890552	8.750766	1.392500	9.068504	5.083868	7.307812	3.930923	6.506867	5.431006	8.247751	4.068418	8.212080	6.997463	8.367193	6.802821	1.382428	2.290646	9.095038	7.803825	7.435019	8.770728	2.789623	0.615900	7.796678	
3.946248	8.637596	3.098187	9.610785	4.047614	6.643240	9.199588	7.984139	0.362716	0.494967	7.937993	3.639669	7.793863	8.900919	0.216349	6.617989	1.351609	2.061715	9.746569	0.844689	2.358309	2.377940	2.379520	6.547074	0.709982	1.702075	0.314053	7.511440	4.706289	
1.697292	8.576877	7.715095	7.211819	2.429106	3.756643	9.943950	5.731913	8.400911	3.486834	3.534414	6.219795	4.694490	2.078792	9.031680	5.859945	2.388650	5.109731	8.100361	6.977572	4.614825	8.168947	0.208463	6.464204	5.926511	5.909321	4.318938	5.526614	4.469311	
7.067119	2.117873	1.437788	8.213750	3.530228	4.826377	3.337127	3.800793	1.786392	6.999329	2.610014	1.880133	8.690154	7.895371	0.105759	2.374636	0.731920	0.431924	2.919230	1.130621	6.326670	2.048525	0.596028	5.091125	9.651790	0.180064	7.509076	0.880393	4.503118	
0.053616	1.665109	3.101996	8.424696	6.382187	0.383371	1.029542	5.532953	3.198393	4.807264	9.919764	0.166517	4.412551	0.476245	5.490612	4.182975	5.408851	6.675938	3.782073	9.995419	8.970037	8.198710	7.648976	7.513199	7.448255	2.188026	8.631012	0.897863	1.558341	
1.336326	1.851601	4.889092	0.214648	8.549810	9.577192	2.052582	9.868047	2.768102	7.917642	6.997989	9.113094	2.451522	6.008981	3.568027	5.685855	1.503413	1.306631	3.017990	9.820970	4.917355	0.458044	6.142977	6.403537	2.631854	0.168215	9.841265	2.989805	3.382042	
7.768977	6.775560	0.966849	8.508608	7.903322	7.171216	0.451321	0.925004	0.763728	5.241615	1.996747	3.606481	4.469160	9.826296	2.351303	4.869169	8.001740	6.149049	2.256692	5.786092	1.600178	5.738766	8.447777	0.400395	7.207519	9.284212	1.513864	4.724804	8.239698	
3.361761	4.165256	5.077027	6.744269	5.320716	8.322932	4.889647	8.806082	2.762451	5.731619	1.414395	0.960670	5.202345	3.978122	9.953353	1.970199	7.548974	2.643953	7.250765	4.709051	8.223619	2.562762	8.160470	3.003023	5.014446	7.844057	4.097170	5.378314	4.338148	
2.537214	6.858486	0.235013	0.249687	2.803505	6.410723	6.649776	8.465316	3.173500	7.480210	1.368439	4.999317	2.918538	7.048412	1.410405	5.238830	8.305818	0.615447	1.642426	3.076876	0.495566	1.519842	4.588202	6.288531	6.164690	5.525692	6.325777	2.378745	4.282656	
4.690261	0.841334	7.219135	8.061098	4.217630	9.675438	8.805889	9.114809	1.721186	9.450157	3.201975	7.885869	2.353076	5.806024	3.726103	6.268346	2.554505	6.123557	6.935862	2.990578	3.674249	7.445584	8.808420	4.959698	8.852847	1.721511	7.782907	5.209633	0.009946	
7.428070	1.731382	8.981565	8.338346	3.970705	4.023663	5.881655	6.901296	2.448351	7.472305	3.581592	0.150869	6.007377	6.473138	3.077052	9.300677	0.840516	3.800650	7.392365	6.128080	6.960003	1.862367	8.182598	4.321125	9.107503	4.753291	5.971481	2.571229	6.818722	
4.519252	6.879651	1.477816	4.833271	4.076360	2.236059	3.235732	3.024693	4.174657	0.842516	4.474860	3.055330	8.892157	6.464771	4.622227	7.744710	6.759020	2.873531	0.445708	1.980354	1.285761	2.489253	2.825661	5.908523	7.649518	4.002561	8.355310	6.396490	2.154618	
3.448401	7.288497	0.348527	3.873366	9.587359	5.644461	1.434905	0.561494	3.942732	3.622007	7.470361	7.476364	8.077330	8.447773	7.199583	9.694065	9.431453	0.035822	0.248068	8.612567	5.217721	9.326293	3.390521	4.224532	3.836564	5.829991	2.089255	0.105086	6.634348	
9.599909	1.104880	2.157360	9.918514	5.540389	1.285571	0.984709	9.896466	8.319154	8.363513	6.050468	8.877763	4.448488	4.549723	9.405646	8.467208	2.824383	5.105976	4.688864	2.243089	3.427856	0.558838	8.867438	2.537261	0.312402	3.054594	2.138733	0.960458	2.335929	
5.395095	2.951254	9.171230	8.545904	1.571484	9.237137	3.269671	3.111470	1.076630	5.813201	5.129493	4.258069	1.158733	4.282754	7.081050	9.510435	2.721025	0.875910	7.740290	9.733088	6.213882	4.326936	3.062577	2.097514	1.116518	6.393714	8.327196	6.490303	9.034337	
2.932540	5.027437	7.327298	4.252328	7.072856	5.563838	0.258824	9.162988	3.347872	3.310448	9.733275	8.494901	3.950594	2.369260	0.287944	6.341328	9.518082	3.067014	7.733440	4.810503	0.498561	1.909527	6.332833	7.444095	1.849895	0.589689	9.451582	0.903229	3.930780	
8.971478	2.715813	0.469016	8.752892	2.565659	4.321363	3.258128	8.451381	4.785498	0.727019	1.369932	0.793189	0.007174	6.688527	9.375133	5.235213	2.721692	4.105059	6.526609	8.712214	0.440463	1.596699	0.735412	6.011000	9.041932	4.172655	7.578849	1.086679	6.618468	
5.324593	6.573656	7.242792	1.087073	7.863859	4.673713	0.973742	3.621927	1.440875	1.114619	7.411382	6.095650	6.593562	5.936049	5.995734	4.782447	4.063041	8.030151	0.971228	1.208182	6.346678	6.570641	9.112683	3.326372	6.499904	7.982382	7.855009	2.686245	9.792010	
3.347812	7.574512	4.968035	2.724422	5.108074	6.761717	9.638737	1.195908	3.512154	7.414129	9.812092	3.236347	7.900015	0.005859	4.619952	7.979226	4.576541	0.535672	5.141204	2.005155	4.994992	6.747811	7.568527	1.456327	4.897915	6.235216	3.959327	2.822704	7.942325	

142.682128
