8.238127	3.350781	1.411672	3.145222	4.100972	0.504398	7.467457	4.518535	6.526880	4.825685	0.823244	2.804146	7.093943	5.265246	9.963773	5.918272	3.500036	4.560627	6.771872	2.896655	0.613311	7.598753	6.150065	1.543689	8.399067	6.501227	0.112577	1.204060	8.641190	9.865195	7.085630	7.906507	3.562389	5.479183	2.524277	2.917124	3.757247	4.502646	6.471448	2.618652	9.690099	4.970279	1.806321	9.008827	5.414143	0.268292	6.819240	7.688104	1.052662	
0.042069	9.229154	2.774002	6.862187	1.311676	7.266067	5.066197	4.628715	3.848491	9.678176	2.661879	9.578365	3.377234	3.853458	1.326520	4.563600	6.188830	2.247772	4.069351	0.769547	3.657990	6.885123	6.148892	7.870857	7.433720	5.680431	9.170539	6.668929	5.250172	5.296634	5.146284	3.455175	7.348463	0.717831	2.271142	0.139822	4.964712	8.533554	0.062427	9.130054	9.463896	7.234257	2.615228	0.095273	8.831235	2.172173	5.115447	5.756962	2.371236	
7.782739	6.944156	2.213791	3.270341	5.326949	6.022580	1.939378	5.702059	4.513641	9.175350	5.574311	7.251991	5.997423	7.594820	8.868464	1.183777	6.248981	7.782932	4.977156	9.636713	6.792561	7.073742	9.476085	7.540314	7.199588	0.898401	3.957383	1.839407	2.508235	0.213681	1.471335	1.704101	1.578393	4.077326	2.227985	1.322621	1.279293	7.775029	1.765683	2.313039	4.292514	3.747943	4.239050	5.963933	5.211683	9.876079	6.224859	8.530161	8.175713	
9.302208	5.584193	7.367046	2.403535	8.369087	5.206955	9.841727	8.843957	1.488278	5.853054	3.680389	0.523406	3.957002	0.017533	6.813183	3.500300	3.633768	8.991049	5.264579	6.968976	1.203630	7.082149	9.601723	6.616415	6.359923	9.812579	9.538031	5.170214	6.886343	6.388952	6.844480	8.140417	7.610875	5.119159	9.737855	9.735541	2.364919	4.444100	8.654478	4.597974	0.642399	3.013100	3.304656	2.572661	3.435395	9.999368	4.617126	6.886531	0.866771	
8.625995	7.119485	3.663770	0.182939	2.497298	9.923670	9.892447	3.042028	1.617144	3.741801	4.659642	3.692241	3.301950	0.267605	4.869729	7.834033	1.705173	3.147877	8.727442	5.277987	1.552712	8.252924	5.269885	6.866275	0.198326	2.619791	8.729514	5.201830	2.757817	9.732929	8.228261	9.989076	2.721777	5.451045	2.119015	8.554930	7.182789	5.889090	8.062009	2.265183	4.582827	7.842929	0.699941	2.116751	2.547426	8.660539	6.762562	1.553980	3.646239	
2.824039	0.840871	2.885381	1.060119	8.289542	7.202591	7.978455	5.386171	7.193314	8.001289	8.648558	3.606275	2.445919	8.366917	1.868045	5.471461	7.817927	2.512256	6.667002	7.885414	3.719989	3.549072	6.738063	3.646576	4.426295	8.812478	8.793788	5.123460	1.878812	9.652562	0.974704	4.885092	3.566719	0.446240	8.136721	1.648551	6.960539	1.707313	7.562377	2.688273	1.082783	4.972630	0.372524	2.622853	3.507004	1.425368	8.436608	0.828339	6.101944	
6.640844	4.100099	4.038146	4.937300	9.242721	0.651743	3.983844	2.740067	3.235671	2.128378	8.808932	5.840013	6.635089	7.382799	8.547592	4.640608	3.336918	7.257796	4.576266	9.134085	0.984856	1.762221	9.520197	7.468162	1.602643	0.687958	5.727017	6.850462	4.060163	6.937045	0.414354	3.540537	3.785914	7.323552	8.325992	8.816484	3.675455	6.569572	2.421425	1.539766	9.478989	9.307916	3.427232	7.220204	3.911599	7.469655	7.494009	5.598988	8.971034	
6.882132	8.470304	9.543064	8.052347	7.892141	7.114862	0.103991	3.557211	4.348364	0.769543	3.784548	5.057451	8.273317	5.044322	7.515378	4.888053	8.123836	9.680548	9.846633	7.770974	5.126713	4.714181	6.364658	6.370909	7.054657	5.493335	6.727225	0.487933	9.331910	6.009728	7.663757	0.082614	3.219244	1.811941	5.014315	9.954677	9.675309	7.824225	9.609411	9.681168	2.611974	2.734960	1.783699	1.707015	8.205318	1.183044	9.505760	8.572788	4.679841	
2.479476	7.431337	0.198429	9.190929	9.794532	0.802919	5.666960	4.040805	8.146830	1.999519	1.514400	7.814324	8.198631	5.495934	0.109372	8.333033	7.575509	6.784949	2.914966	8.677020	7.575140	0.480211	6.518208	5.327096	8.242284	0.755557	7.241133	1.256930	1.344336	9.943363	7.288891	6.985649	1.045042	5.703073	5.443490	7.255129	7.329431	3.710832	3.375710	6.340968	2.166158	2.761797	7.008927	1.984671	2.166601	7.581402	7.271722	8.304341	4.036221	
6.171127	5.243531	2.581424	9.614516	9.337291	7.668735	4.814605	0.524750	4.271270	4.061359	2.083737	5.920285	6.381523	5.351948	2.560558	4.503768	9.770289	2.607491	9.673680	3.567624	1.172390	0.446659	9.101557	7.811861	1.383281	8.869991	8.122658	4.043443	1.623282	6.551008	5.261555	5.578002	1.398924	2.147093	7.166725	6.785766	5.652915	5.145065	4.256935	3.257970	9.328731	0.705536	3.414019	0.414908	9.807565	2.105112	7.929894	4.567137	7.644366	
