4.461223	9.223613	2.698937	5.969112	0.302875	8.155736	7.971688	7.349468	7.345608	7.211961	3.302546	3.658990	1.121695	8.713841	8.940091	7.099729	4.499963	5.726055	7.634781	0.955625	7.359191	1.910906	2.647957	2.610606	9.301682	6.389356	5.454083	8.794063	9.815677	4.076759	8.733794	9.673626	5.870918	5.284001	5.245115	1.219236	3.419386	9.446603	4.171775	4.236540	4.552540	
2.670133	2.307363	6.338317	1.434103	7.666833	9.458158	5.098541	2.941440	5.684544	7.312217	4.259406	4.069498	5.748048	5.540658	7.321591	9.374824	0.226082	1.184686	6.149113	4.273896	4.810262	3.171007	8.063800	3.769899	5.148754	7.286076	0.104123	3.890184	2.958090	2.125242	2.161612	0.457854	3.653730	3.048051	3.153060	1.428088	2.573398	4.332284	1.586335	5.061920	1.336884	
4.912708	5.244674	3.239324	7.215296	3.961549	6.023797	3.842405	4.267625	1.499174	8.461976	2.299954	1.812164	7.875765	1.027910	1.463299	3.061267	8.996814	2.785090	5.676449	7.168246	4.062475	7.473230	0.174391	5.212605	2.067494	0.139043	1.154530	9.092259	0.771456	0.041595	7.898705	9.466821	0.219337	5.908876	0.429518	1.366847	2.701245	5.980449	0.763933	3.326940	8.453087	
4.744459	4.113753	2.642529	7.311983	0.015743	5.841518	2.006658	3.722262	2.714335	0.291162	6.875313	7.023368	4.198608	1.297662	9.129960	2.263089	0.980645	2.440381	1.949398	9.764248	8.122669	2.935313	3.743317	5.105075	7.818119	0.933475	0.913125	0.735311	0.607688	0.711111	4.435752	3.939578	0.639358	6.176070	3.920628	9.610031	5.209600	5.524817	3.268545	7.658712	8.182927	
4.476996	5.863941	8.846841	7.488094	3.288224	5.775552	4.679442	3.234123	7.192757	4.718237	6.812485	3.337714	4.491953	8.584330	0.966923	3.624306	0.333406	2.267410	5.970382	8.219342	6.160868	1.345423	6.468363	6.211533	3.461148	5.315204	3.110136	7.447648	0.725993	1.684266	3.839540	8.924997	0.171308	8.818001	2.415241	6.353156	8.188420	5.526133	5.693123	1.770699	1.160624	
5.271378	5.903547	1.980098	6.635262	9.873705	0.136508	0.283235	0.138229	3.699002	9.885889	3.714192	8.281162	9.488476	0.130914	3.013783	2.568484	0.314108	3.491087	0.807655	7.956485	4.004392	2.308519	8.811729	9.269179	3.980944	1.433492	4.604699	9.401663	2.165156	1.927593	6.036390	8.661675	2.464391	5.526652	0.966969	7.845848	8.622487	4.982402	0.218848	8.243862	0.922095	
1.377758	1.181268	7.688197	5.150931	9.114006	9.363615	1.833956	2.601016	9.771810	5.341687	4.157093	7.207434	6.757708	2.608170	2.990785	0.953473	5.319312	6.165340	0.724647	8.942648	7.489614	5.741775	9.949307	9.779131	5.547931	1.867178	4.114834	7.731357	8.431776	4.132817	3.070397	1.229334	8.267348	1.927862	6.368958	6.258671	0.814498	2.939659	0.654962	8.401475	4.443613	
6.628115	1.663300	9.986487	8.690867	8.775113	9.107922	5.764248	7.727644	5.518322	7.264378	3.807357	4.783906	8.370446	6.554386	3.230772	4.890268	4.694419	7.924986	0.612803	1.869280	1.417003	1.056501	7.705652	8.929938	8.905656	5.788878	4.361989	9.874692	2.586359	7.331553	8.995375	3.250571	0.494441	8.008903	4.847895	0.274342	1.358895	7.464462	2.773567	7.874863	1.990759	
1.163221	0.374064	6.964011	6.216167	6.045785	1.360627	3.452137	0.597601	6.565370	4.240334	3.568035	0.049160	6.725988	5.996926	5.891535	7.457627	9.578022	0.096386	0.056819	6.596764	8.411508	1.415924	0.935576	9.928715	4.182314	5.082290	8.294473	1.615677	3.582875	4.857472	1.018235	0.685849	7.009850	0.731230	2.327779	3.145694	3.827262	0.877413	2.172204	5.491127	3.218791	
7.319491	1.758642	4.779056	4.205941	7.833057	3.851415	6.014082	6.557313	2.007443	8.188281	8.601966	3.822092	9.406639	2.334031	2.249512	3.339637	7.521678	8.441518	1.166770	6.449145	0.592439	3.456871	6.860102	1.485040	8.346876	7.582362	0.703045	6.634280	1.668104	5.866213	1.939996	9.280421	1.060075	3.464680	3.641547	4.727330	9.708915	6.300594	6.741496	7.313995	0.707674	
0.674386	6.291412	8.637327	5.045748	6.110294	6.702684	7.283981	9.420046	1.537049	6.456504	8.707129	7.805027	8.302532	1.534675	0.684946	6.122323	0.476270	9.747960	3.873451	4.683097	6.400542	5.232748	7.459809	5.674848	4.045041	6.134250	2.688012	1.246466	3.712398	9.639090	0.043207	3.487709	5.286471	9.538929	8.329280	7.073819	1.202936	1.769098	0.533400	2.069873	1.761410	
8.992952	6.469091	7.661871	4.045060	0.631367	4.954470	2.866065	3.925075	1.004469	6.129694	5.949403	3.874125	6.192429	7.722604	9.509388	7.341923	4.459265	7.501463	1.777908	1.307354	7.580534	5.332507	6.668027	2.891066	1.246946	7.506246	0.511494	1.955988	9.359839	3.878208	0.034911	5.445529	9.027798	1.231337	7.391442	9.630796	2.407785	0.469595	2.595514	7.847487	5.580292	
5.138534	9.810126	2.453666	5.935785	6.295491	9.273465	1.573352	3.106675	6.961199	2.457291	5.946028	6.350576	4.433355	5.094625	1.515692	9.482591	0.735351	5.937742	1.870429	1.716365	9.607785	5.878211	6.661381	8.538693	4.035657	8.975867	4.553100	3.298399	8.005641	8.951651	8.806847	3.984824	8.912168	5.448295	4.197401	9.622285	9.570651	8.173871	4.366884	3.240354	8.651786	
2.869386	4.525563	0.402808	5.704085	6.994989	3.022673	8.243945	3.711616	9.439070	1.761534	8.760159	1.765285	0.365259	1.475622	6.246016	2.579850	5.466213	0.401126	5.741800	2.028449	8.972187	7.497820	4.629273	5.081593	3.475723	8.265084	0.302037	2.760739	9.467237	7.496668	0.061434	6.588232	0.651528	5.418021	0.699960	3.894381	1.053103	0.160026	1.745379	5.070623	2.599169	
5.045464	6.203600	1.359114	1.546196	2.391060	9.044355	7.138049	2.734581	5.618682	2.423770	2.390135	6.544218	4.168901	6.467517	8.451481	8.884747	2.530659	8.402347	8.579818	8.308250	5.280432	0.484317	6.048180	4.104213	3.420980	9.307936	7.369756	0.428971	6.463103	0.915126	6.561821	8.188259	7.576202	0.068608	2.307280	1.476889	1.482964	4.292679	5.384640	1.683272	4.947940	
6.931914	4.196007	3.164982	5.421828	6.614042	3.379296	3.175058	9.010398	9.794123	6.594779	6.591438	5.890263	3.343628	7.577824	5.650454	1.019793	0.327413	0.969277	1.334330	5.334981	7.810925	6.674416	4.056141	7.778923	2.413377	0.964998	0.695719	8.743835	0.496955	5.651078	4.216402	6.335490	1.742980	4.810821	3.906968	0.967820	1.745624	8.909004	9.481505	7.691742	3.259108	
8.145851	8.820044	1.716332	3.447444	9.110637	7.525551	7.520540	8.823897	4.279668	8.933509	9.586958	8.421757	5.100994	5.793250	8.478178	3.736110	7.820671	5.526569	7.925331	8.398758	7.292672	7.461334	1.740082	2.015470	9.339923	6.691819	7.329635	9.186430	9.426958	9.635048	3.476902	5.316087	9.469449	0.257746	5.046877	9.225330	7.928116	4.099793	7.249297	5.672521	3.966329	
9.887623	8.553452	3.595842	8.328071	4.216434	6.225734	1.675138	1.441668	7.852718	7.659009	6.904945	2.364829	8.377594	0.055128	6.392236	6.262921	4.505899	3.192641	4.446204	0.969530	6.027389	1.655043	8.437850	4.928384	8.495269	2.866296	9.929915	3.235168	9.369830	8.587570	3.207475	6.058369	4.039738	3.012954	1.480832	7.296647	6.037430	1.323259	6.294314	4.825850	1.972272	
