5.084898	2.971119	7.274580	8.353350	2.676673	0.951076	2.683445	8.410431	2.129142	9.130638	7.691873	7.838563	1.568668	6.855247	1.161663	8.825323	0.533944	7.007532	6.885326	5.823238	7.796314	9.869087	1.914215	2.592958	1.565836	1.346911	2.612278	8.697341	5.515607	4.882546	3.405273	4.157363	6.981292	1.249625	4.538307	6.528477	3.335357	7.362530	5.698990	2.233455	0.569851	9.566000	8.943175	3.798190	
4.222504	9.258747	0.875997	1.905959	3.743809	2.769362	8.639571	1.461896	4.487275	3.507754	5.105307	1.413531	6.968384	4.072530	5.824701	5.122935	5.280041	2.858505	4.442936	6.984090	1.447046	7.563679	2.945383	9.785292	9.726835	6.742194	6.898116	4.168436	1.859315	6.967005	0.872624	8.320404	9.000152	2.877368	3.938983	4.699361	0.172044	5.242922	5.315373	0.536740	1.803075	9.443500	5.784626	3.345833	
9.214638	9.040868	0.479010	9.773445	7.235201	6.148397	8.222945	6.938260	2.939772	9.512217	1.920367	3.662946	0.310653	2.191966	8.562128	8.125382	5.510264	5.834023	8.455834	7.371204	0.461929	9.623123	1.475535	8.423438	7.392540	0.359806	5.952032	8.911351	1.830204	9.888764	4.836602	9.851805	7.941868	0.632466	2.376947	5.175942	8.458676	4.067525	2.093702	3.728280	1.755786	5.922819	7.601926	1.542965	
8.036421	9.981096	8.316022	2.274835	1.021018	6.611866	4.792609	0.647074	0.722064	3.675364	2.879990	9.059738	9.408231	4.079417	7.216152	8.466752	1.315699	1.034760	3.225285	1.807582	3.618454	8.128011	6.881518	7.101083	5.923945	8.318210	4.424626	5.248000	0.482962	9.810362	7.620321	7.954013	6.877894	8.447256	9.951247	3.632129	0.575251	2.501872	4.532187	8.767835	5.548108	5.671257	3.508102	5.599652	
2.276374	6.042167	9.992480	5.380827	1.943280	3.670567	4.429667	8.554584	8.445016	8.427601	9.842645	6.559002	4.327714	4.493485	1.008985	1.148691	7.224389	9.539165	2.254440	2.511452	7.807810	2.757357	6.757346	0.510468	2.524117	2.111875	0.428158	3.416727	8.578280	8.446933	1.816771	4.467465	5.892118	9.397670	7.305363	9.268917	8.582969	8.091998	2.904045	0.560747	2.125342	0.039162	1.591353	3.217080	
4.067517	5.430362	2.514556	2.316350	6.792824	3.844809	9.184106	4.155349	8.916682	5.219547	9.164452	9.538706	9.131056	5.909965	8.303773	0.189533	8.207326	1.087449	2.128205	9.537719	6.457673	4.078154	5.700548	9.925098	8.140851	4.521915	9.969838	9.539904	1.155453	3.304629	8.310072	9.273632	0.370041	0.598119	8.676791	1.236523	0.873942	5.089019	4.342832	3.728084	5.030324	1.745520	0.592873	7.208510	
0.113362	1.273093	3.272017	4.325669	3.920551	6.551319	3.100950	0.543099	6.630215	5.345031	7.660124	4.542010	4.360521	2.425147	9.849124	8.321841	9.545170	3.346548	5.695247	5.147120	7.950281	9.722751	8.969746	9.920990	4.571538	7.055256	0.609637	1.214765	7.888777	7.237489	2.174723	6.469952	1.333527	8.653820	9.981634	3.010933	8.652157	9.645635	4.853977	5.754273	5.958542	8.001612	0.702152	4.517407	
0.083906	7.621809	1.997498	4.869905	0.367094	0.686426	0.264696	0.927034	3.697143	4.864812	7.566642	5.508912	9.854909	1.482435	0.639873	5.195473	9.931058	9.810894	5.006353	8.356136	4.735032	6.917653	5.372152	2.136758	4.990243	9.548547	6.298988	6.110380	8.902245	8.773546	1.936961	8.670280	1.945329	2.241009	7.293299	2.533318	6.823829	0.075977	8.594299	2.960309	1.047411	2.609812	8.239492	0.318160	
0.288747	3.171500	9.587502	8.456356	0.734658	5.276688	9.054082	5.598333	9.794955	2.075557	9.008122	7.402181	2.426871	1.242715	9.211570	4.683010	6.784931	1.069496	7.669990	4.519384	0.332001	3.432198	0.704236	6.941987	5.069576	8.281099	0.868184	3.776114	5.795419	2.477426	6.693296	4.815381	9.948346	8.348837	7.478657	2.921946	4.620591	6.445047	4.227636	6.262028	3.630894	2.193314	4.203181	1.636585	
0.152445	6.445320	5.640952	9.749511	8.368012	3.044370	3.907130	8.538826	3.143160	9.079898	1.456867	5.634997	2.924351	8.173450	2.256695	4.352153	2.649607	8.499240	4.622792	0.034931	6.731135	8.181265	0.405601	4.161011	6.718926	9.533416	8.496119	2.350711	4.541791	8.484466	2.235545	5.768946	2.090153	5.348342	4.253915	1.730264	8.003212	4.292572	4.803828	3.956148	1.689252	3.267883	0.304065	1.564953	
8.006777	9.388342	7.380761	0.170689	8.208157	3.581649	6.201312	2.613293	8.554491	4.797489	5.933966	0.545937	3.051218	1.352883	1.136448	8.241902	5.619131	9.236276	9.087371	5.672862	7.014166	0.665014	2.825959	2.291303	9.352961	7.668140	8.222747	5.357837	5.227131	2.178136	7.529529	6.252072	5.047280	3.939358	8.894771	6.419550	6.826295	6.225291	7.809025	4.795805	1.124881	1.702790	5.124198	2.379593	
2.777374	4.627783	2.844808	2.520099	8.823316	1.540431	6.974838	1.952822	2.006860	0.562750	6.332604	4.053254	4.573021	6.474283	5.226275	6.426718	9.465701	4.785803	4.073158	8.286332	5.059086	2.297581	1.332929	7.947970	9.397015	4.062946	4.280328	2.496475	3.681509	4.990253	6.101935	5.277242	5.001727	7.280007	2.816226	9.199482	8.734168	7.044652	7.344828	7.067250	8.615177	3.040482	9.041380	8.759797	
0.447921	0.273393	8.302069	0.012262	9.985926	7.404701	7.305450	7.180174	5.436478	7.461940	3.735186	6.524707	5.326711	9.252447	8.399792	8.970936	4.185751	0.093222	4.475127	6.335312	8.748334	5.305140	3.142426	8.802638	9.676011	0.914778	8.549103	8.011228	2.100200	7.041651	2.682367	9.788167	4.944428	6.627694	3.113850	2.163312	0.581750	6.133988	6.399204	5.831109	6.420913	8.484306	6.540325	0.251495	
7.032674	0.250436	2.756543	7.887381	1.562644	9.106096	8.598541	5.381886	4.525248	4.703826	8.116746	8.367855	3.366131	4.786144	5.729691	4.610764	9.527234	4.664257	4.555255	4.547106	1.455372	4.392703	6.130202	4.251580	5.904153	1.003481	5.884455	3.088211	8.763729	6.747996	9.281283	4.614817	6.854463	3.103301	2.663743	3.536191	0.072496	1.922978	1.668015	3.800101	1.339101	4.206906	6.814881	2.421751	
7.837000	2.131928	5.841681	2.772478	9.772367	9.753672	7.992944	8.503767	1.727442	8.519666	5.270402	8.273499	3.136256	2.400273	7.364503	8.128501	3.222845	9.474295	8.977832	5.114402	9.871888	6.325552	3.092830	7.443077	5.085131	1.082653	6.712816	8.666443	7.935347	8.818009	8.094651	1.365635	5.353715	6.659574	8.853528	9.459201	8.303140	5.134812	6.857385	1.162980	1.790859	6.276633	0.955401	2.002928	
